Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
129,"Wesley Matthews, POR",82,33.9,.588,13.6,7.6,18.7,2.0,9.1,5.6,15.70,15.70,215.9,7.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4032,Wesley Matthews
,"Enes Kanter, UTAH",80,26.7,.523,6.5,12.4,21.4,11.6,20.9,16.1,15.70,15.70,162.7,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6447,Enes Kanter
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Brandon Jennings, DET",80,34.1,.486,29.0,10.2,24.6,2.2,7.8,4.9,15.67,15.67,190.0,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3997,Brandon Jennings
132,"Tony Allen, MEM",55,23.2,.531,14.5,13.8,19.2,7.3,12.0,9.6,15.64,15.64,98.1,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
,"Nate Robinson, DEN",44,19.7,.544,19.0,9.8,22.8,2.6,7.5,5.0,15.64,15.64,60.0,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2782,Nate Robinson
134,"Michael Carter-Williams, PHI",70,34.5,.480,23.2,13.0,25.3,4.3,15.6,9.8,15.59,15.59,165.4,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2596108,Michael Carter-Williams
135,"MarShon Brooks, BOS/GS/LAL",35,9.0,.551,12.9,12.4,21.2,0.0,0.0,0.0,15.58,15.58,24.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6428,MarShon Brooks
136,"Joe Johnson, BKN",79,32.6,.564,15.0,8.3,20.7,2.2,10.3,6.3,15.54,15.54,193.5,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
137,"James Jones, MIA",20,11.8,.666,10.5,4.7,14.0,1.1,10.8,6.1,15.47,15.47,17.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
138,"Amir Johnson, TOR",77,28.8,.592,12.6,13.5,15.4,9.0,17.6,13.3,15.44,15.44,130.2,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
139,"Reggie Jackson, OKC",80,28.5,.527,22.2,11.3,22.0,2.2,12.8,7.8,15.43,15.43,150.6,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
,"Tyler Zeller, CLE",70,15.0,.581,8.2,13.7,15.9,10.8,19.6,15.1,15.43,15.43,75.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6631,Tyler Zeller
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Ricky Rubio, MIN",82,32.2,.491,40.9,12.9,18.3,2.5,11.9,7.1,15.35,15.35,171.3,5.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
142,"Mike Scott, ATL",80,18.5,.559,8.9,9.4,21.2,4.9,17.2,11.1,15.34,15.34,85.0,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6622,Mike Scott
,"Jermaine O'Neal, GS",44,20.1,.570,6.5,13.6,16.2,10.7,19.1,15.0,15.34,15.34,62.5,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=615,Jermaine O'Neal
,"Rajon Rondo, BOS",30,33.3,.461,38.1,12.8,23.2,2.4,16.6,9.3,15.34,15.34,64.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3026,Rajon Rondo
145,"Mike  Harris, UTAH",20,11.3,.576,5.6,12.4,15.7,7.4,9.5,8.4,15.31,15.31,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3081,Mike  Harris
,"Miroslav Raduljica, MIL",48,9.7,.603,11.4,13.9,16.3,12.9,13.7,13.3,15.31,15.31,32.7,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3047256,Miroslav Raduljica
147,"Kelly Olynyk, BOS",70,20.0,.546,14.1,13.8,20.0,11.0,18.8,14.8,15.27,15.27,97.5,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2489663,Kelly Olynyk
148,"Jeff Withey, NO",58,11.8,.590,12.6,9.7,11.3,8.2,17.4,12.7,15.25,15.25,47.5,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2333797,Jeff Withey
,"Andrew Bynum, CLE/IND",26,19.8,.456,9.4,11.0,21.9,11.3,20.4,15.8,15.25,15.25,35.8,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2748,Andrew Bynum
,"Jose Calderon, DAL",81,30.5,.596,30.0,8.2,16.4,1.4,7.6,4.5,15.25,15.25,156.4,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2806,Jose Calderon
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Luol Deng, CHI/CLE",63,35.1,.517,14.4,8.9,24.0,5.0,13.5,9.2,15.22,15.22,155.8,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2429,Luol Deng
,"Marreese Speights, GS",79,12.4,.507,5.3,11.0,23.0,11.4,20.6,16.1,15.22,15.22,54.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3460,Marreese Speights
153,"Marco Belinelli, SA",80,25.2,.605,17.4,9.3,17.9,1.0,11.2,6.3,15.09,15.09,138.2,4.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3190,Marco Belinelli
154,"Robert Covington, HOU",7,4.9,.571,0.0,6.7,17.2,6.9,9.3,8.2,15.06,15.06,2.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2490620,Robert Covington
155,"Jordan Farmar, LAL",41,22.2,.533,29.1,13.9,23.1,2.3,9.8,6.1,15.05,15.05,55.2,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3002,Jordan Farmar
156,"Trevor Booker, WSH",72,21.6,.563,11.5,10.4,13.4,10.9,17.5,14.1,15.02,15.02,81.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
157,"Brandon Bass, BOS",82,27.6,.549,8.5,10.0,17.0,7.8,15.9,11.8,15.01,15.01,118.8,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2745,Brandon Bass
158,"Tristan Thompson, CLE",82,31.6,.528,6.6,9.9,16.2,11.4,21.5,16.3,14.96,14.96,133.8,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
159,"Eric Gordon, NO",64,32.1,.540,16.5,10.7,22.2,1.7,7.7,4.7,14.92,14.92,135.8,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
160,"Marcus Morris Sr., PHX",82,22.0,.552,9.7,10.5,18.4,5.2,14.6,9.9,14.89,14.89,91.0,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"Jodie Meeks, LAL",77,33.2,.601,11.0,8.8,17.4,1.3,6.9,4.1,14.75,14.75,162.2,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
162,"Cory Joseph, SA",68,13.8,.558,24.6,9.3,16.5,4.0,8.7,6.4,14.72,14.72,52.0,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
,"Lance Stephenson, IND",78,35.3,.564,23.5,13.8,19.0,4.1,18.1,11.4,14.72,14.72,173.3,5.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4244,Lance Stephenson
164,"Patrick Patterson, SAC/TOR",65,23.6,.533,11.8,9.8,14.4,8.8,17.1,12.9,14.67,14.67,72.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
165,"Devin Harris, DAL",40,20.5,.517,32.9,10.9,20.8,1.1,10.8,6.0,14.66,14.66,44.6,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2382,Devin Harris
166,"Alexis Ajinca, NO",56,17.0,.589,10.5,16.5,15.2,11.3,22.7,16.9,14.62,14.62,57.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3410,Alexis Ajinca
167,"Miles Plumlee, PHX",80,24.6,.529,5.6,14.5,14.7,11.3,24.4,17.9,14.60,14.60,117.3,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6616,Miles Plumlee
168,"Andrea Bargnani, NY",42,29.9,.510,6.9,8.9,20.5,6.3,14.7,10.4,14.53,14.53,73.8,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2987,Andrea Bargnani
169,"Shaun Livingston, BKN",76,26.0,.551,26.6,11.4,15.8,4.1,10.8,7.5,14.52,14.52,103.8,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
170,"Carlos Boozer, CHI",76,28.2,.489,8.8,11.5,24.4,7.4,25.9,16.8,14.48,14.48,95.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1703,Carlos Boozer
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"Will Bynum, DET",56,18.8,.502,26.9,12.8,24.7,2.4,8.2,5.1,14.44,14.44,54.1,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2816,Will Bynum
172,"Jordan Crawford, BOS/GS",81,23.0,.516,22.0,10.5,22.4,1.7,9.4,5.5,14.40,14.40,108.2,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4243,Jordan Crawford
173,"Mirza Teletovic, BKN",72,19.4,.559,8.5,8.1,18.5,5.2,17.6,11.4,14.38,14.38,60.1,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4385,Mirza Teletovic
174,"Bradley Beal, WSH",73,34.7,.507,15.2,8.0,23.0,2.4,10.2,6.3,14.32,14.32,144.2,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
,"Klay Thompson, GS",81,35.4,.555,10.9,8.2,20.9,1.5,7.9,4.7,14.32,14.32,163.3,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
176,"Jeremy Lin, HOU",71,28.9,.572,23.5,14.1,20.0,2.0,7.8,5.1,14.31,14.31,101.4,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
177,"Lou Williams, ATL",60,24.1,.547,24.0,10.5,20.2,0.8,9.1,5.0,14.24,14.24,80.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2799,Lou Williams
178,"Tyler Hansbrough, TOR",64,15.3,.562,5.0,13.8,13.8,14.2,20.0,17.1,14.20,14.20,39.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
,"Greivis Vasquez, SAC/TOR",79,22.5,.537,27.9,11.1,19.1,1.3,10.0,5.6,14.20,14.20,84.8,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4291,Greivis Vasquez
180,"Thomas Robinson, POR",70,12.5,.502,7.9,13.3,18.4,13.1,24.6,18.9,14.15,14.15,34.6,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6618,Thomas Robinson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"Boris Diaw, SA",79,25.0,.578,23.0,12.6,16.4,4.4,13.8,9.3,14.12,14.12,77.2,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
182,"Josh Smith, DET",77,35.5,.463,13.9,11.0,23.9,3.9,17.6,10.4,14.10,14.10,146.8,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2411,Josh Smith
,"Dion Waiters, CLE",70,29.6,.508,14.4,10.5,25.7,1.7,9.0,5.3,14.10,14.10,111.3,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6628,Dion Waiters
184,"Mario Chalmers, MIA",73,29.8,.567,31.0,14.1,17.3,2.5,9.6,6.2,14.06,14.06,99.6,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3419,Mario Chalmers
185,"Elton Brand, ATL",73,19.4,.561,14.6,11.8,12.9,8.0,21.5,14.8,14.05,14.05,53.8,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=91,Elton Brand
,"Omer Asik, HOU",48,20.2,.570,7.6,17.9,12.6,12.3,30.1,21.7,14.05,14.05,49.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
187,"Marvin Williams, UTAH",66,25.4,.540,11.3,7.7,15.7,5.5,17.9,11.5,14.04,14.04,63.4,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2797,Marvin Williams
,"Rodney Stuckey, DET",73,26.7,.516,12.1,9.9,23.5,2.1,7.7,4.7,14.04,14.04,102.9,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3235,Rodney Stuckey
189,"Zaza Pachulia, MIL",53,25.0,.502,21.4,14.5,16.8,11.8,17.1,14.4,14.03,14.03,67.9,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
190,"Larry Sanders, MIL",23,25.4,.478,8.2,11.2,15.3,11.4,21.3,16.2,14.02,14.02,29.8,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4265,Larry Sanders
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"JR Smith, NY",74,32.7,.527,16.3,8.0,20.6,1.7,13.1,7.2,14.00,14.00,126.4,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
192,"Anthony Morrow, NO",76,18.8,.570,8.8,7.6,18.0,2.3,9.2,5.7,13.96,13.96,73.6,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
,"DeMarre Carroll, ATL",73,32.1,.575,14.6,8.6,14.1,5.3,14.5,10.0,13.96,13.96,120.8,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
194,"Andre Miller, DEN/WSH",58,16.9,.534,37.7,11.7,15.5,3.1,11.7,7.4,13.90,13.90,42.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
,"Danny Green, SA",68,24.3,.580,14.6,10.7,15.5,1.8,13.4,7.8,13.90,13.90,83.7,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3988,Danny Green
196,"Jameer Nelson, ORL",68,32.0,.515,33.1,11.5,20.7,1.5,10.5,6.0,13.89,13.89,94.1,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
197,"Ersan Ilyasova, MIL",55,26.9,.486,9.4,7.9,19.9,8.0,18.8,13.3,13.85,13.85,51.9,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2767,Ersan Ilyasova
198,"Ronny Turiaf, MIN",31,19.5,.578,13.1,13.6,10.2,9.6,22.0,15.6,13.84,13.84,29.3,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
199,"Seth Curry, CLE/MEM",2,6.5,.500,0.0,0.0,13.4,0.0,8.9,4.4,13.82,13.82,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2326307,Seth Curry
,"Josh McRoberts, CHA",78,30.3,.548,32.7,8.1,13.7,4.0,13.8,8.9,13.82,13.82,81.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Courtney Lee, BOS/MEM",79,25.0,.574,13.5,8.6,18.2,1.7,9.5,5.5,13.80,13.80,97.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
202,"Shawn Marion, DAL",76,31.7,.537,13.0,9.9,14.6,6.4,17.4,11.9,13.78,13.78,117.9,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=510,Shawn Marion
203,"Greg Smith, HOU",11,9.1,.629,0.0,14.2,13.7,13.0,16.8,15.0,13.74,13.74,3.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6530,Greg Smith
204,"Andre Iguodala, GS",63,32.4,.570,29.9,11.4,13.5,2.9,12.6,7.8,13.71,13.71,97.7,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2386,Andre Iguodala
205,"Victor Oladipo, ORL",80,31.1,.514,19.7,15.4,23.3,1.9,13.1,7.5,13.64,13.64,116.5,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2527963,Victor Oladipo
206,"Will Barton, POR",41,9.4,.488,14.9,8.1,20.3,4.5,16.0,10.3,13.60,13.60,17.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
207,"Jimmy Butler, CHI",67,38.7,.522,15.6,9.1,16.1,3.9,10.5,7.2,13.57,13.57,118.7,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
208,"Kyle Korver, ATL",71,33.9,.653,21.7,10.6,13.6,1.1,12.4,6.8,13.55,13.55,109.8,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
209,"Roy Hibbert, IND",81,29.7,.499,8.2,13.3,17.7,9.9,15.0,12.5,13.54,13.54,105.7,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3436,Roy Hibbert
210,"Brian Roberts, NO",72,23.2,.529,24.2,9.8,19.9,1.2,8.4,4.7,13.49,13.49,61.9,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6641,Brian Roberts
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Josh Harrellson, DET",32,9.9,.547,13.6,9.1,12.5,9.8,16.7,13.1,13.46,13.46,9.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6439,Josh Harrellson
212,"Jeremy Lamb, OKC",78,19.7,.522,14.1,7.5,18.8,2.1,11.3,6.9,13.44,13.44,67.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
213,"Luis Scola, IND",82,17.1,.505,10.0,13.4,21.9,7.2,23.4,15.7,13.42,13.42,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1781,Luis Scola
,"Jonas Jerebko, DET",64,11.6,.577,12.3,13.6,15.5,7.2,19.3,12.9,13.42,13.42,21.2,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
,"George Hill, IND",76,32.0,.563,25.2,8.8,14.6,2.6,10.1,6.5,13.42,13.42,87.7,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3438,George Hill
216,"Carrick Felix, CLE",7,5.4,.603,16.8,16.8,22.4,2.9,15.1,8.9,13.39,13.39,1.6,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2531185,Carrick Felix
217,"Kevin Garnett, BKN",54,20.5,.467,15.5,13.1,17.5,6.5,32.1,19.3,13.35,13.35,45.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=261,Kevin Garnett
218,"Bismack Biyombo, CHA",77,13.9,.606,3.5,17.3,8.6,11.0,27.6,19.3,13.33,13.33,43.6,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
219,"Randy Foye, DEN",81,30.7,.558,20.7,10.4,18.4,1.6,8.5,5.0,13.31,13.31,104.3,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3003,Randy Foye
,"P.J. Tucker, PHX",81,30.7,.540,14.9,10.8,13.4,7.3,16.6,11.9,13.31,13.31,104.5,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3033,P.J. Tucker
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Jarvis Varnado, CHI/PHI",24,14.1,.597,12.3,9.4,0.0,5.8,14.6,10.0,13.30,13.30,9.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4266,Jarvis Varnado
222,"Shelvin Mack, ATL",73,20.4,.510,30.3,10.0,19.0,1.6,10.7,6.2,13.28,13.28,50.7,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
223,"Channing Frye, PHX",82,28.2,.555,9.7,8.8,16.0,3.6,16.6,10.1,13.26,13.26,60.6,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
224,"Shabazz Muhammad, MIN",37,7.8,.505,3.7,9.8,21.2,8.8,11.2,10.0,13.20,13.20,11.7,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2993875,Shabazz Muhammad
225,"Al-Farouq Aminu, NO",80,25.6,.516,15.1,11.6,13.6,7.2,21.2,14.1,13.19,13.19,82.2,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
226,"Jeff Green, BOS",82,34.2,.520,8.5,10.1,22.0,2.1,13.6,7.7,13.17,13.17,111.7,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
227,"Glen Davis, LAC/ORL",68,24.4,.491,9.6,9.4,14.0,7.4,16.4,11.9,13.14,13.14,40.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
228,"Gerald Henderson, CHA",77,32.0,.507,14.4,8.2,20.6,1.4,12.9,7.1,13.13,13.13,96.6,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3993,Gerald Henderson
229,"Cody Zeller, CHA",82,17.3,.498,13.7,13.0,17.5,9.4,18.8,14.1,13.12,13.12,53.3,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2579258,Cody Zeller
230,"Nando De Colo, SA/TOR",47,10.5,.526,24.2,13.0,17.7,3.3,13.3,8.4,13.11,13.11,15.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3977,Nando De Colo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Jeremy Tyler, NY",41,9.7,.532,4.7,15.2,17.3,10.9,21.6,16.1,13.09,13.09,9.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6476,Jeremy Tyler
232,"C.J. Watson, IND",63,18.9,.555,19.8,11.1,15.9,1.9,7.4,4.8,13.08,13.08,37.0,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
,"Dexter Pittman, ATL",2,1.5,.000,0.0,0.0,24.9,116.6,0.0,57.9,13.08,13.08,0.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4283,Dexter Pittman
234,"Pablo Prigioni, NY",66,19.4,.642,47.1,12.4,10.8,3.2,8.8,5.9,13.02,13.02,38.7,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4182,Pablo Prigioni
235,"Casper Ware, PHI",9,12.9,.538,16.8,8.4,17.3,0.0,8.7,4.2,13.01,13.01,3.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2326434,Casper Ware
236,"Tony Wroten, PHI",72,24.5,.493,15.8,14.9,26.4,4.1,10.1,7.0,12.96,12.96,64.9,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6630,Tony Wroten
,"Rudy Gobert, UTAH",45,9.6,.507,4.9,22.6,13.0,13.1,28.5,20.6,12.96,12.96,15.3,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3032976,Rudy Gobert
238,"Gustavo Alfonso Ayon, ATL",26,16.5,.505,16.7,17.3,13.8,11.4,22.3,16.9,12.93,12.93,9.2,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6546,Gustavo Alfonso Ayon
239,"Omri Casspi, HOU",71,18.1,.528,14.1,11.5,17.2,5.1,16.8,11.3,12.91,12.91,46.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
240,"Raymond Felton, NY",65,31.0,.476,31.6,11.2,18.8,3.1,8.6,5.7,12.90,12.90,57.2,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Ray Allen, MIA",73,26.5,.590,17.4,10.2,15.5,1.6,11.4,6.7,12.83,12.83,67.4,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=9,Ray Allen
242,"Byron Mullens, LAC/PHI",45,9.2,.544,6.5,12.6,19.1,6.3,18.1,12.1,12.81,12.81,13.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4005,Byron Mullens
243,"Avery Bradley, BOS",60,30.9,.510,8.1,9.1,21.6,2.9,11.2,6.9,12.80,12.80,49.9,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4240,Avery Bradley
244,"Tim Hardaway Jr., NY",81,23.1,.554,7.7,5.5,18.0,1.2,6.6,3.8,12.79,12.79,64.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2528210,Tim Hardaway Jr.
245,"Ricky Ledo, DAL",11,3.0,.506,8.8,8.8,26.1,0.0,7.0,3.5,12.78,12.78,1.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991143,Ricky Ledo
,"Charlie Villanueva, DET",20,9.0,.469,5.4,6.3,23.6,3.5,17.9,10.3,12.78,12.78,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2792,Charlie Villanueva
247,"Nate Wolters, MIL",58,22.6,.486,27.8,8.5,17.1,2.8,10.5,6.5,12.76,12.76,34.3,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2491079,Nate Wolters
248,"Jordan Hamilton, DEN/HOU",60,17.0,.507,10.5,9.3,17.5,3.5,17.0,10.4,12.75,12.75,34.2,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6436,Jordan Hamilton
249,"Beno Udrih, NY/MEM",41,15.7,.523,32.8,13.3,17.6,1.8,9.2,5.4,12.73,12.73,16.6,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
,"Draymond Green, GS",82,21.9,.498,20.1,12.0,14.3,5.3,19.3,12.4,12.73,12.73,59.8,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6589,Draymond Green
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Corey Brewer, MIN",81,32.2,.550,11.7,9.2,15.6,2.6,6.2,4.3,12.71,12.71,86.1,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
,"Jan Vesely, DEN/WSH",54,14.4,.498,8.2,14.1,13.8,11.6,16.2,13.9,12.71,12.71,14.0,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4165,Jan Vesely
253,"Dante Cunningham, MIN",81,20.2,.475,12.6,6.3,14.4,7.3,14.9,11.0,12.67,12.67,28.6,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3974,Dante Cunningham
,"Ryan Kelly, LAL",59,22.2,.548,16.6,8.2,14.8,3.4,14.4,8.9,12.67,12.67,22.9,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2488651,Ryan Kelly
255,"Kendall Marshall, LAL",54,29.0,.494,44.9,14.1,18.1,1.0,9.6,5.3,12.66,12.66,38.8,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6607,Kendall Marshall
256,"Trey Burke, UTAH",70,32.3,.473,26.9,8.9,22.0,1.8,9.0,5.3,12.64,12.64,55.3,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2579260,Trey Burke
