Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
384,"Chris Singleton, WSH",25,10.0,.481,5.9,16.8,15.7,8.2,17.5,12.8,8.82,8.82,-6.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6470,Chris Singleton
385,"Victor Claver, POR",21,8.8,.502,17.2,15.8,13.3,5.3,17.4,11.4,8.81,8.81,-7.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3972,Victor Claver
386,"Norris Cole, MIA",82,24.6,.497,27.4,14.0,15.2,1.1,8.6,5.0,8.80,8.80,-66.0,-2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6431,Norris Cole
387,"Phil Pressey, BOS",75,15.1,.390,40.1,14.5,15.6,2.0,8.8,5.3,8.78,8.78,-37.5,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2530722,Phil Pressey
388,"Jorge Gutierrez, BKN",15,16.3,.523,29.0,13.6,14.0,1.5,9.3,5.4,8.76,8.76,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2327449,Jorge Gutierrez
389,"Elliot Williams, PHI",67,17.3,.519,13.6,12.8,15.8,2.7,9.7,6.1,8.71,8.71,-31.0,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4294,Elliot Williams
390,"Shane Battier, MIA",73,20.1,.523,17.1,5.7,9.2,3.0,8.6,5.9,8.70,8.70,-39.5,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=976,Shane Battier
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
391,"Alonzo Gee, CLE",65,15.7,.491,13.3,12.4,12.7,3.8,12.8,8.2,8.63,8.63,-28.5,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4232,Alonzo Gee
392,"Quincy Miller, DEN",52,15.2,.459,7.3,13.6,16.3,4.9,15.2,10.1,8.62,8.62,-22.1,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6611,Quincy Miller
,"Landry Fields, TOR",30,10.7,.443,18.6,10.2,12.0,5.4,16.0,10.7,8.62,8.62,-9.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4274,Landry Fields
394,"Jared Cunningham, ATL/SAC",13,6.2,.464,21.0,5.3,10.6,1.4,7.2,4.3,8.50,8.50,-2.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6582,Jared Cunningham
,"Donald Sloan, IND",48,8.2,.437,25.3,11.1,17.0,1.2,10.9,6.3,8.50,8.50,-14.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4303,Donald Sloan
396,"Bernard James, DAL",30,4.9,.503,7.3,24.5,10.7,12.0,21.2,16.6,8.48,8.48,-4.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6593,Bernard James
397,"Luc Mbah a Moute, MIN/SAC",64,15.7,.503,12.1,13.4,10.9,6.0,10.1,8.0,8.42,8.42,-46.2,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3451,Luc Mbah a Moute
398,"Shane Larkin, DAL",48,10.2,.446,27.5,15.1,17.3,2.6,7.3,5.0,8.34,8.34,-19.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2596158,Shane Larkin
399,"Lorenzo Brown, PHI",26,8.6,.349,27.6,10.8,20.5,3.7,10.0,6.8,8.27,8.27,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528787,Lorenzo Brown
400,"Roger Mason Jr., MIA",25,10.4,.528,19.4,9.2,13.6,0.5,9.8,5.3,8.19,8.19,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1721,Roger Mason Jr.
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
401,"Tayshaun Prince, MEM",76,25.6,.438,17.5,6.0,12.8,1.9,12.3,7.1,8.18,8.18,-67.4,-2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1724,Tayshaun Prince
402,"Jason Maxiell, ORL",34,14.4,.459,6.4,9.9,11.2,6.5,13.5,10.0,8.17,8.17,-24.2,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2775,Jason Maxiell
403,"Joel Anthony, BOS/MIA",33,5.6,.394,4.9,7.4,8.4,9.2,14.6,11.8,8.14,8.14,-6.8,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
404,"Tony Snell, CHI",77,16.0,.489,14.6,9.4,14.2,1.8,9.6,5.7,8.02,8.02,-45.6,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2528353,Tony Snell
,"Luigi Datome, DET",34,7.0,.409,8.9,8.9,19.3,6.1,15.5,10.6,8.02,8.02,-8.8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2585629,Luigi Datome
406,"Aaron Gray, SAC/TOR",37,9.6,.466,17.9,25.2,11.8,13.2,22.3,17.7,7.84,7.84,-14.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3207,Aaron Gray
407,"John Salmons, SAC/TOR",78,22.1,.462,23.1,8.5,13.3,1.3,9.6,5.5,7.81,7.81,-69.2,-2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
,"Garrett Temple, WSH",75,8.5,.431,26.3,15.3,14.3,3.8,8.7,6.2,7.81,7.81,-25.6,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4023,Garrett Temple
409,"Antawn Jamison, LAC",22,11.3,.408,6.0,6.0,17.7,4.2,19.9,12.3,7.79,7.79,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=385,Antawn Jamison
410,"Ben McLemore, SAC",82,26.7,.485,8.9,10.4,15.8,2.7,9.5,6.1,7.77,7.77,-89.2,-3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2578213,Ben McLemore
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
411,"Shavlik Randolph, PHX",14,6.8,.531,4.0,20.1,10.0,8.3,21.2,14.8,7.76,7.76,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2810,Shavlik Randolph
412,"Allen Crabbe, POR",15,6.7,.475,13.7,6.9,15.7,1.1,8.5,4.8,7.69,7.69,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2531210,Allen Crabbe
413,"Ronnie Price, ORL",31,12.2,.379,34.8,13.7,15.5,2.4,10.5,6.5,7.64,7.64,-18.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2807,Ronnie Price
414,"Elias Harris, LAL",2,5.5,.000,50.0,0.0,4.6,9.7,0.0,4.9,7.63,7.63,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2489660,Elias Harris
415,"Ekpe Udoh, MIL",42,19.1,.440,13.3,16.3,10.8,8.4,12.8,10.5,7.62,7.62,-46.5,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4261,Ekpe Udoh
,"Solomon Hill, IND",28,8.1,.545,17.6,19.1,10.8,4.7,15.2,10.2,7.62,7.62,-9.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2488958,Solomon Hill
417,"Doron Lamb, ORL",53,13.1,.543,17.5,11.0,12.6,1.3,6.7,4.0,7.51,7.51,-31.0,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6604,Doron Lamb
418,"Brandon Davies, PHI",51,11.3,.476,13.1,16.3,12.9,6.9,13.9,10.2,7.49,7.49,-34.4,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2490144,Brandon Davies
419,"Jason Terry, BKN",35,16.3,.501,23.2,11.2,14.7,0.8,6.9,3.9,7.48,7.48,-25.7,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
420,"Adonis Thomas, ORL/PHI",6,6.2,.485,16.3,5.4,16.9,0.0,9.2,4.5,7.35,7.35,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2595274,Adonis Thomas
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
421,"Alex Len, PHX",42,8.6,.469,3.3,21.4,12.9,12.1,18.6,15.3,7.32,7.32,-17.7,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
422,"Dwight Buycks, TOR",14,10.4,.414,13.9,13.9,18.3,3.2,15.2,9.2,7.26,7.26,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6503,Dwight Buycks
423,"Willie Green, LAC",55,15.8,.477,13.5,9.2,15.2,1.6,8.2,5.0,7.13,7.13,-43.7,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
424,"Diante Garrett, UTAH",71,14.8,.459,25.8,16.1,15.1,1.2,9.8,5.3,7.10,7.10,-61.0,-2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6663,Diante Garrett
425,"Anthony Bennett, CLE",52,12.8,.425,5.3,14.7,18.7,8.1,18.4,13.1,6.95,6.95,-35.1,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991473,Anthony Bennett
426,"Othyus Jeffers, MIN/SA",6,7.8,.580,10.2,10.2,8.6,2.4,18.6,10.7,6.94,6.94,-2.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4231,Othyus Jeffers
427,"Reggie Bullock, LAC",43,9.2,.460,8.0,8.7,14.0,3.2,11.7,7.6,6.75,6.75,-22.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528779,Reggie Bullock
428,"Arnett Moultrie, PHI",12,15.6,.448,4.1,14.2,9.7,6.1,14.4,10.1,6.71,6.71,-13.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6612,Arnett Moultrie
429,"Glen Rice Jr., WSH",11,9.9,.399,12.5,16.0,19.0,4.2,17.3,10.6,6.68,6.68,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2488660,Glen Rice Jr.
430,"Julyan Stone, TOR",21,5.7,.491,34.0,14.2,9.3,1.9,17.6,9.7,6.62,6.62,-6.9,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6543,Julyan Stone
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
431,"Ben Gordon, CHA",19,14.7,.422,13.2,13.2,21.2,1.2,9.8,5.5,6.48,6.48,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
432,"Kendrick Perkins, OKC",62,19.5,.474,17.7,23.7,10.9,8.1,19.9,14.3,6.32,6.32,-77.1,-2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2018,Kendrick Perkins
433,"Eric Maynor, PHI/WSH",31,10.5,.387,27.8,15.5,16.4,3.0,10.6,6.7,6.25,6.25,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4001,Eric Maynor
434,"James Nunnally, ATL/PHI",13,12.7,.440,12.3,10.8,18.0,0.7,12.4,6.4,6.15,6.15,-10.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2326411,James Nunnally
435,"Otto Porter Jr., WSH",37,8.6,.405,8.3,11.6,14.4,7.5,13.3,10.4,6.08,6.08,-21.1,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2594922,Otto Porter Jr.
436,"Jeffery Taylor, CHA",26,24.2,.436,7.7,8.8,17.5,2.7,8.1,5.4,5.97,5.97,-42.5,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6156,Jeffery Taylor
437,"Solomon Jones, ORL",11,7.7,.373,8.8,8.8,10.1,10.6,10.7,10.7,5.86,5.86,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3010,Solomon Jones
438,"Dennis Schroder, ATL",49,13.1,.442,25.8,16.9,18.6,0.9,9.9,5.4,5.81,5.81,-49.7,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3032979,Dennis Schroder
439,"Peyton Siva, DET",24,9.3,.425,29.4,15.6,16.4,0.9,6.2,3.4,5.73,5.73,-17.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2488706,Peyton Siva
440,"Tyshawn Taylor, BKN",23,11.7,.427,21.0,18.1,22.4,1.3,5.3,3.3,5.47,5.47,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6625,Tyshawn Taylor
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
441,"Gal Mekel, DAL",31,9.4,.400,34.0,16.7,19.7,2.0,8.6,5.3,5.44,5.44,-24.2,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4218,Gal Mekel
442,"Orlando Johnson, IND/SAC",45,8.7,.402,12.5,9.4,14.8,2.7,12.7,7.9,5.34,5.34,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6595,Orlando Johnson
443,"Chauncey Billups, DET",19,16.3,.427,27.8,16.5,15.8,1.3,8.9,4.9,5.31,5.31,-23.9,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=63,Chauncey Billups
444,"John Lucas III, UTAH",42,14.1,.403,16.1,8.4,16.2,2.3,5.4,3.8,5.23,5.23,-50.9,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2866,John Lucas III
445,"Shannon Brown, NY/SA",29,8.7,.419,8.8,17.6,15.4,3.2,9.7,6.4,4.78,4.78,-23.3,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
446,"Jamaal Franklin, MEM",21,7.7,.489,10.5,19.3,13.6,2.9,13.9,8.4,4.72,4.72,-14.0,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2528356,Jamaal Franklin
447,"John Jenkins, ATL",13,12.2,.457,16.7,16.7,14.7,2.2,13.8,8.1,4.70,4.70,-13.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6594,John Jenkins
448,"Malcolm Thomas, SA/UTAH",8,7.9,.444,7.2,32.3,15.6,9.0,29.5,19.1,4.67,4.67,-6.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6511,Malcolm Thomas
449,"Damion James, SA",5,10.0,.304,21.6,7.2,9.4,2.4,23.8,13.5,4.14,4.14,-4.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4252,Damion James
,"Brandon Rush, UTAH",38,11.0,.428,17.6,14.7,11.8,1.3,11.1,6.1,4.14,4.14,-39.7,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3457,Brandon Rush
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
451,"Jason Collins, BKN",22,7.8,.485,10.9,19.0,8.2,4.9,8.3,6.6,4.12,4.12,-16.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=987,Jason Collins
452,"Melvin Ely, NO",2,13.5,.500,0.0,0.0,9.1,0.0,4.4,2.2,3.94,3.94,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1709,Melvin Ely
,"Tornike Shengelia, CHI/BKN",26,6.0,.460,24.3,20.9,13.9,3.1,9.2,6.1,3.94,3.94,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6623,Tornike Shengelia
454,"Josh Childress, NO",4,6.0,.000,66.7,33.3,2.8,0.0,14.7,7.3,3.92,3.92,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2373,Josh Childress
455,"Marquis Teague, CHI/BKN",40,11.1,.398,25.1,16.9,17.1,0.3,10.1,5.3,3.86,3.86,-47.2,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6626,Marquis Teague
456,"Arinze Onuaku, NO/CLE",5,6.0,.255,30.4,10.1,11.2,7.6,23.5,15.4,3.81,3.81,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2202117,Arinze Onuaku
457,"Chris Babb, BOS",14,9.4,.367,8.3,8.3,10.4,3.3,11.5,7.3,3.73,3.73,-13.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2326389,Chris Babb
458,"Ognjen Kuzmic, GS",21,4.4,.420,6.7,33.5,12.1,12.1,12.8,12.5,3.43,3.43,-9.8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6602,Ognjen Kuzmic
,"Ronnie Brewer, CHI/HOU",24,6.7,.220,35.9,7.2,0.0,1.5,7.9,4.9,3.43,3.43,-16.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2991,Ronnie Brewer
460,"Hamady Ndiaye, SAC",14,5.3,.318,19.4,19.4,7.2,7.5,20.1,13.7,2.96,2.96,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4282,Hamady Ndiaye
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
461,"Hasheem Thabeet, OKC",23,8.3,.536,2.5,34.8,8.1,5.6,17.4,11.7,2.58,2.58,-23.0,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4016,Hasheem Thabeet
462,"Josh Powell, HOU",1,19.0,.333,0.0,14.3,14.4,0.0,27.7,14.6,2.55,2.55,-2.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2197,Josh Powell
463,"D.J. White, CHA",2,5.0,.000,0.0,0.0,4.1,0.0,22.7,11.3,2.39,2.39,-1.4,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3469,D.J. White
,"Andris Biedrins, UTAH",6,7.5,.412,0.0,35.5,5.2,5.0,39.7,21.8,2.39,2.39,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2427,Andris Biedrins
465,"Sergey Karasev, CLE",22,7.1,.470,10.6,19.5,13.5,0.0,11.8,5.8,2.37,2.37,-18.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2959745,Sergey Karasev
466,"Earl Watson, POR",24,6.7,.470,48.5,29.4,9.6,3.4,6.6,5.0,2.10,2.10,-21.4,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1027,Earl Watson
467,"Jamaal Tinsley, UTAH",8,13.8,.225,44.2,17.3,13.7,2.0,9.7,5.8,1.87,1.87,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1024,Jamaal Tinsley
468,"Sasha Vujacic, LAC",2,5.0,.500,0.0,37.5,31.3,0.0,32.2,16.7,1.59,1.59,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2421,Sasha Vujacic
469,"Mike James, CHI",11,7.0,.251,38.7,11.4,17.6,0.0,10.2,5.2,1.55,1.55,-10.9,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1051,Mike James
470,"Vander Blue, BOS",3,5.0,.403,10.9,21.7,22.9,0.0,23.4,11.4,0.53,0.53,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2531039,Vander Blue
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
471,"Lance Thomas, NO",5,8.4,.279,19.0,12.7,13.4,5.4,14.0,9.7,0.48,0.48,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
472,"Ryan Gomes, OKC",5,6.8,.375,10.0,10.0,10.8,0.0,12.7,6.6,0.19,0.19,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2757,Ryan Gomes
,"Erik Jay Murphy, CHI",24,2.6,.231,11.8,11.8,10.5,3.7,10.8,7.3,0.19,0.19,-10.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2489021,Erik Jay Murphy
474,"Stephen Jackson, LAC",9,11.9,.270,12.9,15.5,13.0,2.2,8.0,5.2,0.16,0.16,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=378,Stephen Jackson
475,"Chris  Smith, NY",2,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6639,Chris  Smith
476,"Shane Edwards, CLE",2,6.0,.333,0.0,25.0,13.4,9.1,9.6,9.3,-0.97,-0.97,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4311,Shane Edwards
477,"Nemanja Nedovic, GS",24,5.9,.306,19.0,19.0,16.5,2.3,9.1,5.8,-1.73,-1.73,-27.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2959736,Nemanja Nedovic
478,"Scotty Hopson, CLE",2,3.5,.102,17.0,0.0,30.0,0.0,0.0,0.0,-6.53,-6.53,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2328418,Scotty Hopson
479,"Royce White, SAC",3,3.0,.000,0.0,0.0,4.4,0.0,0.0,0.0,-8.30,-8.30,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6629,Royce White
480,"Mustafa Shakur, OKC",3,3.7,.129,40.5,20.2,25.8,0.0,0.0,0.0,-8.78,-8.78,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3252,Mustafa Shakur
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
481,"Royal Ivey, OKC",2,2.5,.000,0.0,0.0,15.7,0.0,21.5,11.3,-16.48,-16.48,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2387,Royal Ivey
482,"Darius Johnson-Odom, PHI",3,5.0,.000,9.2,18.4,25.8,0.0,15.0,7.2,-23.04,-23.04,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6596,Darius Johnson-Odom
