Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
381,"Robbie John Hummel, MIN",45,16.5,.536,11.8,7.8,11.3,4.6,16.4,10.3,9.69,9.69,-8.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6633,Robbie John Hummel
382,"Vince Carter, MEM",66,16.5,.445,14.3,7.8,18.8,2.8,11.1,7.0,9.66,9.66,-13.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=136,Vince Carter
383,"Joe Ingles, UTAH",79,21.2,.533,27.9,15.0,13.2,1.5,10.5,6.0,9.64,9.64,-21.5,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2968436,Joe Ingles
384,"Troy Daniels, HOU/MIN/CHA",47,8.4,.515,10.3,9.4,19.8,0.0,0.0,0.0,9.61,9.61,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2489530,Troy Daniels
385,"Pero Antic, ATL",63,16.5,.508,10.9,10.9,16.0,6.6,14.0,10.4,9.57,9.57,-29.9,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2585616,Pero Antic
386,"Channing Frye, ORL",75,24.9,.546,13.9,11.6,13.1,1.6,16.4,8.9,9.54,9.54,-54.8,-1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2754,Channing Frye
387,"Steve Blake, POR",81,18.9,.507,39.1,14.1,14.2,1.1,8.3,4.8,9.48,9.48,-34.6,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
388,"Elton Brand, ATL",36,13.5,.457,15.2,12.4,10.7,6.8,16.4,11.8,9.42,9.42,-15.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=91,Elton Brand
389,"JaKarr Sampson, PHI",74,15.3,.498,14.3,14.1,16.9,3.2,12.9,7.8,9.39,9.39,-18.7,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2608891,JaKarr Sampson
390,"Caron Butler, DET",78,20.8,.544,14.3,8.9,12.4,1.4,12.2,6.6,9.31,9.31,-28.8,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
391,"Shabazz Napier, MIA",51,19.8,.517,28.0,17.5,15.4,2.1,11.2,6.7,9.28,9.28,-26.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2530780,Shabazz Napier
392,"Victor Claver, POR",10,7.6,.600,4.0,16.0,12.8,4.3,23.5,14.1,9.27,9.27,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3972,Victor Claver
393,"Markel Brown, BKN",47,16.6,.459,13.0,9.0,14.3,2.3,13.0,7.7,9.17,9.17,-15.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2530750,Markel Brown
394,"Brendan Haywood, CLE",22,5.4,.490,4.2,21.0,15.8,5.9,21.9,14.0,9.11,9.11,-2.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1000,Brendan Haywood
395,"Andre Roberson, OKC",67,19.2,.513,20.7,13.6,8.9,5.1,16.0,10.6,9.09,9.09,-27.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2530596,Andre Roberson
396,"Erick Green, DEN",43,9.5,.436,17.7,6.4,18.5,1.8,6.6,4.1,8.99,8.99,-12.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2488684,Erick Green
,"P.J. Hairston, CHA",45,15.3,.446,6.4,6.7,18.5,3.4,11.5,7.4,8.99,8.99,-15.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2594816,P.J. Hairston
398,"Dante Cunningham, NO",66,25.0,.473,11.2,7.9,10.2,4.8,12.8,8.8,8.97,8.97,-62.4,-2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3974,Dante Cunningham
399,"Lance Stephenson, CHA",61,25.8,.419,24.8,13.2,20.7,2.7,17.1,9.7,8.87,8.87,-38.3,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4244,Lance Stephenson
400,"Ian Clark, DEN/UTAH",30,6.4,.483,15.0,11.3,19.4,2.4,7.2,4.8,8.85,8.85,-4.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2489785,Ian Clark
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
401,"Nazr Mohammed, CHI",23,5.6,.431,7.3,16.9,12.4,9.6,22.3,16.1,8.77,8.77,-3.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=568,Nazr Mohammed
402,"Elliot Williams, NO/UTAH",13,9.2,.477,21.9,7.3,14.7,0.0,7.7,3.8,8.75,8.75,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4294,Elliot Williams
403,"Jerami Grant, PHI",65,21.2,.470,13.1,14.1,15.6,3.7,12.3,7.8,8.72,8.72,-36.6,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991070,Jerami Grant
404,"Allen Crabbe, POR",51,13.4,.525,18.2,7.0,11.0,1.1,10.1,5.7,8.70,8.70,-18.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2531210,Allen Crabbe
405,"Danny Granger, MIA",30,20.4,.527,7.8,10.9,14.0,4.0,11.5,7.8,8.66,8.66,-16.9,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2760,Danny Granger
406,"Steve Novak, OKC/UTAH",35,5.6,.554,15.1,6.9,11.0,1.1,11.2,6.2,8.63,8.63,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3018,Steve Novak
407,"CJ Wilcox, LAC",21,4.8,.527,14.1,17.6,20.3,1.1,6.6,3.9,8.60,8.60,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2488999,CJ Wilcox
408,"Ryan Kelly, LAL",52,23.7,.473,19.2,7.7,13.6,1.1,12.4,6.5,8.59,8.59,-53.5,-1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2488651,Ryan Kelly
,"Travis Wear, NY",51,13.2,.451,13.5,11.8,16.4,5.2,13.3,9.1,8.59,8.59,-19.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2488674,Travis Wear
410,"Matthew Dellavedova, CLE",67,20.6,.493,34.7,10.4,13.3,3.1,7.3,5.2,8.56,8.56,-40.0,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2489716,Matthew Dellavedova
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
411,"James Young, BOS",31,10.7,.457,9.8,3.8,14.6,2.9,11.0,6.9,8.51,8.51,-9.8,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3064509,James Young
412,"Kyle Singler, DET/OKC",80,21.8,.512,14.0,9.0,13.5,2.0,10.3,6.0,8.50,8.50,-52.0,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6469,Kyle Singler
,"Alex Kirk, CLE",5,2.8,.410,17.0,0.0,15.1,8.3,0.0,4.1,8.50,8.50,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528355,Alex Kirk
414,"Glenn Robinson III, MIN/PHI",35,7.5,.471,11.0,11.0,12.9,6.1,10.6,8.3,8.48,8.48,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2991039,Glenn Robinson III
415,"Cleanthony Early, NY",39,16.6,.447,11.6,12.9,18.2,3.8,13.8,8.7,8.46,8.46,-19.7,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991227,Cleanthony Early
416,"Maurice Harkless, ORL",45,15.0,.449,11.0,11.8,12.6,6.3,11.6,8.9,8.42,8.42,-20.9,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6591,Maurice Harkless
417,"Jordan Hamilton, LAC",14,8.7,.543,15.2,8.7,13.5,1.9,12.7,7.4,8.36,8.36,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6436,Jordan Hamilton
418,"Austin Daye, ATL/SA",34,10.1,.449,9.3,12.5,18.2,3.4,21.0,12.4,8.29,8.29,-11.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3976,Austin Daye
419,"Jeffery Taylor, CHA",29,14.8,.481,12.7,11.0,14.9,3.5,10.3,6.8,8.26,8.26,-14.4,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6156,Jeffery Taylor
420,"Malcolm Thomas, PHI",17,11.4,.492,10.7,19.8,12.3,8.5,23.5,15.6,8.22,8.22,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6511,Malcolm Thomas
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
421,"Damjan Rudez, IND",68,15.4,.591,14.2,12.6,13.0,0.9,4.1,2.5,8.21,8.21,-35.7,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2309097,Damjan Rudez
,"Zoran Dragic, MIA/PHX",16,4.7,.435,11.8,11.8,19.5,8.0,4.7,6.3,8.21,8.21,-2.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2560823,Zoran Dragic
423,"Kyle Anderson, SA",33,10.8,.389,21.0,7.5,12.8,1.6,20.8,11.4,8.19,8.19,-12.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2993874,Kyle Anderson
424,"Tim Frazier, PHI/POR",11,21.7,.406,38.7,16.1,18.8,2.6,10.2,6.3,8.11,8.11,-10.3,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2488945,Tim Frazier
425,"Lance Thomas, NY/OKC",62,24.0,.456,11.0,11.8,16.5,4.9,10.0,7.4,8.03,8.03,-54.9,-1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
426,"Henry Walker, MIA",24,26.2,.497,12.7,10.5,13.8,1.4,14.0,7.8,8.02,8.02,-23.2,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3464,Henry Walker
427,"Willie Green, ORL",52,18.3,.477,15.6,11.0,16.5,1.6,7.9,4.7,7.97,7.97,-35.9,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2004,Willie Green
428,"Elijah Millsap, UTAH",47,19.7,.450,14.5,16.7,16.3,3.5,15.2,9.4,7.90,7.90,-35.9,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4321,Elijah Millsap
429,"Greg Stiemsma, TOR",17,3.9,.717,15.2,35.4,10.9,15.7,10.5,13.1,7.87,7.87,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4235,Greg Stiemsma
430,"DeJuan Blair, WSH",29,6.2,.469,4.0,17.2,16.4,10.3,24.5,17.5,7.79,7.79,-7.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3965,DeJuan Blair
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
431,"Kostas Papanikolaou, HOU",43,18.5,.444,24.6,15.9,14.1,5.4,10.9,8.2,7.78,7.78,-32.3,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4195,Kostas Papanikolaou
432,"Adreian Payne, ATL/MIN",32,23.1,.443,9.5,14.0,16.6,7.2,18.2,12.5,7.75,7.75,-41.4,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2531100,Adreian Payne
433,"Nik Stauskas, SAC",73,15.4,.492,15.5,9.3,13.5,1.1,7.5,4.4,7.50,7.50,-50.5,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2991042,Nik Stauskas
434,"Quincy Miller, DET/SAC",10,11.9,.338,14.3,9.0,16.5,3.7,15.0,9.3,7.44,7.44,-7.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6611,Quincy Miller
,"Chris Copeland, IND",50,16.6,.468,11.6,13.4,19.8,3.1,11.7,7.4,7.44,7.44,-37.9,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6635,Chris Copeland
436,"Tyler Ennis, MIL/PHX",33,12.5,.411,27.9,16.0,20.2,1.9,7.7,4.8,7.37,7.37,-22.3,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3059281,Tyler Ennis
437,"Jared Cunningham, LAC",19,4.7,.452,17.9,12.6,21.9,1.3,9.9,5.7,7.36,7.36,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6582,Jared Cunningham
438,"Shavlik Randolph, BOS/PHX",21,6.0,.298,8.5,6.3,19.1,13.8,19.3,16.5,7.20,7.20,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2810,Shavlik Randolph
439,"Kendrick Perkins, CLE/OKC",68,16.9,.467,12.5,23.2,16.6,8.7,21.2,15.1,7.03,7.03,-61.2,-2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2018,Kendrick Perkins
440,"Perry Jones, OKC",43,14.7,.459,7.4,9.9,14.3,1.0,11.7,6.5,6.91,6.91,-33.8,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6598,Perry Jones
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
441,"Kirk Hinrich, CHI",66,24.4,.468,23.7,11.7,13.2,1.4,6.6,4.1,6.82,6.82,-88.4,-2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1981,Kirk Hinrich
442,"Darius Morris, BKN",38,7.9,.377,26.8,11.7,19.9,2.6,7.5,5.1,6.78,6.78,-18.8,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6463,Darius Morris
443,"Earl Clark, BKN",10,9.3,.425,7.4,14.7,16.9,1.2,26.5,13.9,6.76,6.76,-5.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3971,Earl Clark
444,"Ricky Ledo, DAL/NY",17,14.4,.426,12.6,17.3,33.1,7.4,9.7,8.5,6.32,6.32,-15.2,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2991143,Ricky Ledo
445,"Reggie Bullock, LAC/PHX",36,9.4,.466,8.9,8.9,9.7,0.3,16.0,8.3,6.21,6.21,-21.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528779,Reggie Bullock
446,"Gerald Wallace, BOS",32,8.9,.431,15.8,25.9,8.5,6.4,15.5,10.9,6.18,6.18,-18.4,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1026,Gerald Wallace
447,"Doug McDermott, CHI",36,8.9,.480,4.4,12.4,16.7,2.1,12.2,7.3,6.16,6.16,-20.8,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2528588,Doug McDermott
448,"Martell Webster, WSH",32,11.0,.445,10.7,13.9,16.7,3.3,11.3,7.4,5.92,5.92,-24.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2795,Martell Webster
449,"Devyn Marble, ORL",16,13.0,.362,22.1,11.7,12.7,2.7,14.4,8.4,5.87,5.87,-14.4,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2527968,Devyn Marble
450,"Will Cherry, CLE",8,8.6,.347,23.8,11.9,16.7,1.7,6.6,4.2,5.85,5.85,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2489897,Will Cherry
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
451,"Dante Exum, UTAH",82,22.2,.457,26.5,15.8,14.0,1.7,6.6,4.2,5.70,5.70,-130.3,-4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3102528,Dante Exum
452,"Joe Harris, CLE",51,9.7,.537,14.5,15.0,13.4,1.7,7.8,4.8,5.62,5.62,-35.9,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2528794,Joe Harris
453,"Lucas Nogueira, TOR",6,3.8,.307,7.8,15.7,21.2,10.0,45.1,27.6,5.24,5.24,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3032980,Lucas Nogueira
454,"Russ Smith, NO/MEM",12,5.4,.488,15.8,23.7,25.0,1.8,8.7,5.3,5.21,5.21,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2531038,Russ Smith
455,"John Salmons, NO",21,12.9,.422,19.2,7.4,9.0,1.7,7.1,4.4,5.13,5.13,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
456,"Earl Barron, PHX",16,8.9,.361,9.2,9.2,13.9,10.6,10.8,10.7,5.04,5.04,-13.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2477,Earl Barron
457,"Gary Harris, DEN",55,13.1,.395,9.5,12.5,15.5,3.0,6.7,4.8,4.98,4.98,-59.3,-2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2999547,Gary Harris
458,"Xavier Henry, LAL",9,9.6,.424,10.1,10.1,12.8,2.5,2.7,2.6,4.93,4.93,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4241,Xavier Henry
459,"Jamaal Franklin, DEN",3,4.3,.750,37.5,37.5,18.0,8.0,8.6,8.3,4.92,4.92,-1.1,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528356,Jamaal Franklin
460,"Will Bynum, WSH",7,9.6,.336,30.6,13.6,28.0,3.4,6.6,5.0,4.88,4.88,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2816,Will Bynum
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
461,"Nick Johnson, HOU",28,9.4,.430,9.5,16.4,16.1,5.5,10.9,8.2,4.79,4.79,-22.3,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2580589,Nick Johnson
462,"Jerrelle Benimon, UTAH",2,1.5,.000,0.0,100.0,13.8,38.7,76.6,57.8,4.66,4.66,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488701,Jerrelle Benimon
463,"Mike Miller, CLE",52,13.5,.471,24.9,12.4,8.9,0.7,14.0,7.4,4.64,4.64,-61.4,-2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=558,Mike Miller
464,"Nate Wolters, NO/MIL",21,11.8,.352,22.4,13.9,15.9,3.7,11.9,7.9,4.63,4.63,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2491079,Nate Wolters
465,"Larry Drew II, PHI",12,18.3,.388,34.8,19.3,17.8,0.5,7.3,3.7,4.52,4.52,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2325495,Larry Drew II
466,"Shannon Brown, MIA",5,17.8,.482,10.8,14.4,12.0,0.0,1.3,0.7,4.43,4.43,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
467,"Ronny Turiaf, MIN",2,9.5,.000,100.0,0.0,1.4,0.0,6.2,3.0,4.33,4.33,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2789,Ronny Turiaf
468,"Vander Blue, LAL",2,37.0,.342,17.3,13.0,22.1,2.9,10.9,6.7,4.04,4.04,-7.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2531039,Vander Blue
469,"Johnny O'Bryant III, MIL",34,10.8,.379,9.8,14.4,17.6,8.2,11.7,10.0,3.82,3.82,-42.2,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2581084,Johnny O'Bryant III
470,"Drew Gordon, PHI",9,7.9,.428,6.7,26.8,15.8,10.2,17.7,13.7,3.73,3.73,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2327465,Drew Gordon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
471,"Francisco Garcia, HOU",14,14.3,.347,16.7,11.1,15.5,1.7,7.7,4.7,3.62,3.62,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2755,Francisco Garcia
472,"Miroslav Raduljica, MIN",5,4.6,.450,0.0,18.4,18.8,9.7,15.4,12.4,3.39,3.39,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3047256,Miroslav Raduljica
473,"Chris Douglas-Roberts, LAC",12,8.6,.387,14.0,0.0,10.0,1.1,11.8,6.6,3.31,3.31,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3422,Chris Douglas-Roberts
474,"Andrei Kirilenko, BKN",7,5.1,.222,11.4,11.4,9.1,6.2,18.6,12.5,2.79,2.79,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=434,Andrei Kirilenko
475,"David Wear, SAC",2,3.5,.000,33.3,0.0,13.1,33.6,0.0,16.2,2.42,2.42,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488673,David Wear
476,"Cameron Bairstow, CHI",18,3.6,.309,5.0,14.9,12.3,10.5,3.3,6.8,2.10,2.10,-9.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2528354,Cameron Bairstow
477,"Dahntay Jones, LAC",33,3.7,.406,6.9,3.5,8.9,0.9,9.0,5.0,1.90,1.90,-15.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
478,"Cartier Martin, DET",23,8.6,.340,15.9,7.2,12.6,0.0,11.4,5.5,1.62,1.62,-29.2,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3930,Cartier Martin
479,"Grant Jerrett, OKC/UTAH",8,6.4,.303,9.2,9.2,30.3,4.4,15.1,9.8,1.57,1.57,-7.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2991009,Grant Jerrett
480,"Jerel McNeal, PHX",6,6.0,.379,10.6,26.5,19.0,0.0,9.2,4.6,1.24,1.24,-5.0,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4158,Jerel McNeal
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
481,"Toure' Murry, UTAH/WSH",5,3.6,.510,9.2,36.8,41.5,6.4,0.0,3.1,1.14,1.14,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2327107,Toure' Murry
482,"Brandon Rush, GS",33,8.2,.255,14.7,13.4,10.4,1.6,14.3,8.2,0.80,0.80,-39.2,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3457,Brandon Rush
483,"Gal Mekel, NO",4,10.8,.150,37.1,5.7,25.2,0.0,2.6,1.3,0.56,0.56,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4218,Gal Mekel
484,"Kalin Lucas, MEM",1,6.0,.000,0.0,0.0,6.8,0.0,0.0,0.0,-0.68,-0.68,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2282734,Kalin Lucas
485,"Bruno Caboclo, TOR",8,2.9,.417,0.0,25.0,28.1,5.0,5.0,5.0,-1.78,-1.78,-4.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3113297,Bruno Caboclo
486,"Patrick Christopher, UTAH",4,7.3,.250,0.0,7.7,18.6,8.0,15.9,12.0,-2.55,-2.55,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2232456,Patrick Christopher
487,"Glen Rice Jr., WSH",5,8.6,.312,9.2,9.2,19.0,5.4,5.1,5.2,-3.55,-3.55,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488660,Glen Rice Jr.
488,"Andre Dawkins, MIA",4,5.5,.250,12.5,12.5,13.8,0.0,10.7,5.5,-4.99,-4.99,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488650,Andre Dawkins
489,"Darius Miller, NO",5,8.6,.143,20.0,10.0,8.3,0.0,2.6,1.3,-5.06,-5.06,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6610,Darius Miller
490,"Julius Randle, LAL",1,14.0,.258,0.0,20.5,13.9,0.0,0.0,0.0,-7.50,-7.50,-4.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3064514,Julius Randle
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
491,"Seth Curry, PHX",2,4.0,.000,25.0,0.0,16.3,0.0,27.7,13.7,-11.45,-11.45,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2326307,Seth Curry
492,"Malcolm Lee, PHI",1,2.0,.000,0.0,0.0,19.6,0.0,0.0,0.0,-19.68,-19.68,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6449,Malcolm Lee
