Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
,"John Jenkins, ATL",24,12.4,.629,10.1,6.2,16.1,0.8,13.8,7.5,15.94,15.94,24.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6594,John Jenkins
,"Tony Parker, SA",68,28.7,.539,24.2,10.5,23.9,0.9,6.5,3.7,15.94,15.94,143.9,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1015,Tony Parker
130,"Kelly Olynyk, BOS",64,22.3,.558,13.7,12.3,19.9,7.0,16.5,11.7,15.93,15.93,113.2,3.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2489663,Kelly Olynyk
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Andrew Bogut, GS",67,23.6,.565,27.3,16.1,13.0,9.9,26.5,18.5,15.82,15.82,123.2,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2747,Andrew Bogut
132,"Markieff Morris, PHX",82,31.5,.523,12.3,10.9,21.7,4.6,17.0,10.7,15.81,15.81,166.0,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
133,"Thaddeus Young, MIN/BKN",76,32.0,.507,12.9,8.7,20.2,5.8,13.5,9.6,15.74,15.74,190.2,6.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3244,Thaddeus Young
,"Dennis Schroder, ATL",77,19.7,.516,26.2,12.4,26.4,2.3,9.9,6.2,15.74,15.74,107.1,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3032979,Dennis Schroder
135,"Deron Williams, BKN",68,31.1,.504,30.3,10.4,22.6,1.5,11.0,6.3,15.73,15.73,149.3,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2798,Deron Williams
136,"Khris Middleton, MIL",79,30.1,.563,14.8,9.2,18.7,2.3,14.3,8.4,15.70,15.70,184.4,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6609,Khris Middleton
137,"Ryan Anderson, NO",61,27.5,.524,6.0,6.8,21.5,7.3,12.7,10.0,15.69,15.69,104.7,3.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3412,Ryan Anderson
138,"Zaza Pachulia, MIL",73,23.7,.506,19.6,14.6,18.3,13.1,19.9,16.5,15.68,15.68,131.2,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
,"Tristan Thompson, CLE",82,26.8,.580,5.4,11.5,12.8,14.5,19.7,17.2,15.68,15.68,166.2,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6474,Tristan Thompson
140,"Jeremy Lin, LAL",74,25.8,.539,26.5,13.0,22.0,1.5,10.2,5.7,15.65,15.65,132.5,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Cory Joseph, SA",79,18.3,.564,25.8,9.2,16.8,3.5,11.4,7.5,15.57,15.57,98.5,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
142,"Luol Deng, MIA",72,33.6,.561,12.1,9.4,17.9,5.2,13.3,9.3,15.55,15.55,182.6,6.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2429,Luol Deng
143,"Kris Humphries, WSH",64,21.0,.512,9.5,7.7,16.8,10.1,24.4,17.4,15.50,15.50,80.2,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2433,Kris Humphries
144,"Omer Asik, NO",76,26.1,.545,10.6,14.0,13.1,14.0,28.8,21.4,15.49,15.49,144.6,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
,"Beno Udrih, MEM",79,18.9,.550,25.6,10.4,19.5,1.5,9.4,5.5,15.49,15.49,100.0,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
146,"Rodney Stuckey, IND",71,26.4,.528,18.5,9.9,22.4,2.1,12.4,7.3,15.48,15.48,125.3,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3235,Rodney Stuckey
,"Mo Williams, MIN/CHA",68,29.1,.512,27.6,11.2,23.4,1.2,8.9,4.9,15.48,15.48,132.3,4.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
148,"Gerald Green, PHX",74,19.5,.532,8.9,10.1,26.1,2.5,11.7,7.0,15.47,15.47,107.3,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
,"Roy Hibbert, IND",76,25.3,.501,8.5,10.8,19.6,9.0,21.9,15.5,15.47,15.47,140.0,4.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3436,Roy Hibbert
150,"C.J. Watson, IND",57,24.9,.581,26.0,12.5,18.7,1.4,11.2,6.3,15.43,15.43,94.0,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Amir Johnson, TOR",75,26.4,.603,14.6,13.7,14.8,9.3,17.3,13.3,15.43,15.43,116.0,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2769,Amir Johnson
152,"Joakim Noah, CHI",67,30.6,.482,33.2,13.1,14.4,11.9,22.1,17.1,15.35,15.35,145.2,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3224,Joakim Noah
153,"Leandro Barbosa, GS",66,14.9,.558,17.6,7.8,19.3,2.6,7.2,5.0,15.33,15.33,70.8,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
154,"Trevor Booker, UTAH",79,19.8,.536,11.9,12.6,17.1,10.3,19.0,14.7,15.31,15.31,88.9,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
155,"Thomas Robinson, PHI/POR",54,14.8,.502,8.3,14.8,22.0,12.6,28.5,20.5,15.29,15.29,45.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6618,Thomas Robinson
156,"Kevin Garnett, MIN/BKN",47,20.3,.496,17.2,10.3,14.8,5.7,31.1,18.4,15.27,15.27,53.6,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=261,Kevin Garnett
157,"Larry Sanders, MIL",27,21.7,.507,9.4,11.5,15.6,13.2,19.2,16.2,15.25,15.25,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4265,Larry Sanders
158,"Ricky Rubio, MIN",22,31.5,.452,38.0,12.6,21.7,3.0,18.1,10.3,15.24,15.24,43.8,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4011,Ricky Rubio
159,"Paul Pierce, WSH",73,26.2,.580,14.6,9.3,18.6,2.7,14.3,8.7,15.23,15.23,135.1,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=662,Paul Pierce
160,"Bismack Biyombo, CHA",64,19.4,.578,4.8,15.7,10.4,13.7,22.6,18.0,15.18,15.18,84.9,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6427,Bismack Biyombo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
161,"Michael Kidd-Gilchrist, CHA",55,28.9,.519,10.8,8.8,16.9,7.4,21.9,14.4,15.14,15.14,110.0,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6601,Michael Kidd-Gilchrist
,"Mike Scott, ATL",68,16.5,.543,12.5,6.5,19.6,4.7,15.2,10.1,15.14,15.14,61.1,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6622,Mike Scott
,"J.J. Barea, DAL",77,17.7,.502,28.9,7.7,21.3,1.8,9.0,5.4,15.14,15.14,84.2,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
,"Luigi Datome, BOS/DET",21,10.0,.587,8.4,8.4,17.7,1.5,13.8,7.6,15.14,15.14,14.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2585629,Luigi Datome
165,"Marcus Thornton, BOS/PHX",48,15.0,.514,8.3,6.2,22.1,3.4,9.7,6.5,15.06,15.06,49.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4017,Marcus Thornton
166,"Nerlens Noel, PHI",75,30.8,.493,12.4,14.2,16.0,8.3,21.0,14.3,15.03,15.03,152.8,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991280,Nerlens Noel
167,"Jonas Jerebko, BOS/DET",75,16.4,.549,13.6,8.4,16.5,8.0,17.2,12.5,14.99,14.99,64.1,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
168,"Tony Wroten, PHI",30,29.8,.494,20.0,14.4,29.7,2.5,8.1,5.2,14.96,14.96,59.6,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6630,Tony Wroten
,"Jeremy Lamb, OKC",47,13.5,.538,12.7,7.8,19.5,1.4,16.5,9.1,14.96,14.96,42.1,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6603,Jeremy Lamb
170,"Jannero Pargo, CHA",9,8.1,.571,17.1,6.4,23.0,0.0,4.6,2.3,14.94,14.94,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1821,Jannero Pargo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
171,"JaMychal Green, SA/MEM",24,6.8,.603,5.8,20.2,14.5,13.3,18.0,15.7,14.93,14.93,8.4,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2327577,JaMychal Green
,"Carl Landry, SAC",70,17.0,.578,5.0,10.5,16.4,9.8,15.5,12.8,14.93,14.93,61.0,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3217,Carl Landry
173,"Josh Smith, DET/HOU",83,27.7,.467,17.5,13.0,25.1,7.2,18.3,12.6,14.92,14.92,151.6,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2411,Josh Smith
174,"Lavoy Allen, IND",63,17.0,.493,16.9,9.2,14.5,12.8,20.5,16.7,14.91,14.91,54.4,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
175,"Giannis Antetokounmpo, MIL",81,31.4,.552,15.8,13.2,18.5,4.5,19.7,12.2,14.89,14.89,166.4,5.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3032977,Giannis Antetokounmpo
176,"Kyle O'Quinn, ORL",51,16.2,.550,15.5,14.4,16.7,6.2,21.4,13.6,14.88,14.88,41.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6615,Kyle O'Quinn
,"Anthony Morrow, OKC",74,24.4,.604,8.0,5.1,15.4,2.4,9.1,5.8,14.88,14.88,118.0,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
178,"Devin Harris, DAL",76,22.2,.559,25.8,9.3,17.8,0.8,8.0,4.4,14.86,14.86,97.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2382,Devin Harris
179,"Meyers Leonard, POR",55,15.4,.631,9.7,11.8,14.6,5.9,25.3,15.8,14.85,14.85,53.7,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6605,Meyers Leonard
180,"Jusuf Nurkic, DEN",62,17.8,.483,8.7,14.9,19.2,11.8,26.1,18.7,14.84,14.84,69.8,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3102530,Jusuf Nurkic
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
181,"Kyle Korver, ATL",75,32.2,.699,20.5,11.2,13.6,0.7,13.3,7.2,14.80,14.80,155.1,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
182,"Tarik Black, HOU/LAL",63,19.0,.583,10.1,11.6,11.6,12.8,21.4,17.0,14.76,14.76,58.1,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2528393,Tarik Black
183,"Joel Anthony, DET",49,8.3,.607,5.6,13.5,8.5,8.2,17.0,12.4,14.74,14.74,25.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3247,Joel Anthony
184,"Robert Covington, PHI",70,27.9,.554,9.7,11.8,20.3,3.4,14.6,8.8,14.72,14.72,123.1,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2490620,Robert Covington
185,"Tony Allen, MEM",63,26.2,.528,12.6,12.6,15.5,7.2,12.2,9.7,14.68,14.68,102.7,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
186,"Patrick Patterson, TOR",81,26.6,.568,19.9,6.9,12.7,6.8,16.3,11.6,14.67,14.67,102.0,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
,"Justin Hamilton, MIA/MIN",41,17.4,.551,13.8,10.0,11.4,9.2,12.7,11.0,14.67,14.67,43.2,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6590,Justin Hamilton
188,"Jarrett Jack, BKN",80,28.0,.522,25.2,12.9,22.3,1.0,11.3,6.1,14.64,14.64,121.7,4.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2768,Jarrett Jack
189,"Bryce Cotton, UTAH",15,10.6,.520,14.4,11.5,24.5,2.2,10.8,6.5,14.60,14.60,8.5,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2531054,Bryce Cotton
,"Jabari Parker, MIL",25,29.5,.527,11.0,12.3,19.1,7.8,13.5,10.7,14.60,14.60,45.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3056600,Jabari Parker
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"Henry Sims, PHI",73,19.2,.521,10.7,13.4,19.3,8.9,19.4,13.9,14.52,14.52,81.9,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6647,Henry Sims
192,"Aaron Brooks, CHI",82,23.0,.534,19.9,12.0,24.4,1.9,7.5,4.8,14.49,14.49,98.1,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3192,Aaron Brooks
193,"Jeff Green, BOS/MEM",78,31.5,.534,10.0,8.1,21.9,2.9,12.1,7.5,14.48,14.48,145.8,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
194,"Al-Farouq Aminu, DAL",74,18.5,.504,11.3,10.5,14.0,9.1,18.4,13.7,14.45,14.45,80.6,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
,"Omri Casspi, SAC",67,21.1,.580,14.6,12.6,17.6,4.5,15.9,10.4,14.45,14.45,83.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
196,"Donatas Motiejunas, HOU",71,28.7,.553,12.7,12.0,17.9,7.4,15.4,11.4,14.44,14.44,89.5,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6464,Donatas Motiejunas
,"Jeff Ayres, SA",51,7.5,.618,9.3,17.2,14.8,11.2,23.3,17.3,14.44,14.44,16.8,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4008,Jeff Ayres
198,"JaVale McGee, DEN/PHI",23,11.1,.567,2.6,15.7,17.4,7.3,18.9,12.9,14.42,14.42,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3452,JaVale McGee
199,"JJ Hickson, DEN",73,19.3,.504,8.1,13.7,18.3,11.1,24.0,17.3,14.39,14.39,60.8,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3437,JJ Hickson
200,"Nene , WSH",67,25.3,.534,13.1,13.2,20.3,5.7,17.0,11.5,14.33,14.33,71.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1713,Nene 
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Nick Young, LAL",42,23.8,.520,6.5,7.0,23.9,1.8,9.1,5.3,14.27,14.27,56.2,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
202,"Jeff Adrien, MIN",17,12.6,.494,17.7,10.6,13.8,11.9,29.6,20.5,14.23,14.23,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4335,Jeff Adrien
203,"Kosta Koufos, MEM",81,16.6,.530,7.4,13.8,14.5,10.3,25.8,18.1,14.21,14.21,72.6,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3444,Kosta Koufos
204,"Jodie Meeks, DET",60,24.4,.548,10.7,7.7,19.0,0.9,7.1,3.9,14.18,14.18,80.4,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4003,Jodie Meeks
,"C.J. Miles, IND",70,26.3,.525,7.2,7.0,21.8,1.1,11.7,6.4,14.18,14.18,101.0,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
206,"Cody Zeller, CHA",62,24.0,.530,16.5,10.2,14.7,7.0,20.1,13.4,14.15,14.15,58.7,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2579258,Cody Zeller
207,"Steven Adams, OKC",70,25.3,.549,10.1,15.1,13.5,12.2,19.3,15.8,14.14,14.14,93.5,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2991235,Steven Adams
208,"Michael Carter-Williams, MIL/PHI",66,32.6,.461,25.4,14.5,25.4,3.2,15.3,9.1,14.13,14.13,100.5,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2596108,Michael Carter-Williams
209,"Joe Johnson, BKN",80,34.9,.523,19.1,8.9,19.4,2.1,13.3,7.7,14.11,14.11,150.4,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
210,"T.J. Warren, PHX",40,15.4,.551,9.1,9.8,16.4,7.3,7.9,7.6,14.04,14.04,32.4,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2982334,T.J. Warren
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
211,"Bradley Beal, WSH",63,33.4,.521,15.6,9.9,21.2,3.1,9.6,6.4,14.02,14.02,110.7,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
212,"Corey Brewer, HOU/MIN",80,26.1,.507,14.3,10.8,20.9,4.2,11.7,7.9,13.98,13.98,108.5,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
213,"Andrew Wiggins, MIN",82,36.2,.517,10.1,10.5,21.1,5.0,9.5,7.2,13.97,13.97,153.6,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3059319,Andrew Wiggins
214,"Jae Crowder, BOS/DAL",82,20.1,.517,12.5,6.5,16.8,4.7,14.9,9.7,13.93,13.93,84.3,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6581,Jae Crowder
215,"D.J. Augustin, DET/OKC",82,24.0,.527,28.6,11.7,23.1,1.1,7.9,4.4,13.92,13.92,85.4,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3415,D.J. Augustin
216,"Elfrid Payton, ORL",82,30.4,.456,34.7,13.2,19.1,4.8,11.2,7.9,13.87,13.87,106.6,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2583639,Elfrid Payton
217,"Dwight Powell, BOS/DAL",29,8.1,.552,8.9,10.8,34.3,8.3,14.9,11.6,13.86,13.86,8.3,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2531367,Dwight Powell
218,"Thabo Sefolosha, ATL",52,18.8,.506,19.4,9.8,13.8,6.4,19.3,13.1,13.82,13.82,48.3,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
219,"Marcus Morris Sr., PHX",81,25.2,.520,13.1,7.2,17.8,3.9,16.9,10.3,13.73,13.73,68.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
220,"JR Smith, CLE/NY",70,29.7,.538,18.1,9.0,16.9,1.7,10.4,6.0,13.63,13.63,97.2,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Will Barton, DEN/POR",58,16.9,.503,15.1,11.4,20.0,2.8,15.2,8.9,13.60,13.60,45.5,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6579,Will Barton
,"O.J. Mayo, MIL",71,23.9,.529,18.1,11.8,22.5,2.0,10.5,6.3,13.60,13.60,78.4,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3450,O.J. Mayo
223,"Alex Len, PHX",69,22.0,.542,6.3,14.7,12.4,10.2,22.7,16.4,13.54,13.54,66.6,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
224,"Rajon Rondo, BOS/DAL",68,29.7,.448,37.7,14.7,20.7,3.9,16.4,10.1,13.49,13.49,74.9,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3026,Rajon Rondo
225,"Miles Plumlee, MIL/PHX",73,16.4,.536,9.5,14.2,15.0,10.3,19.4,14.8,13.44,13.44,50.6,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6616,Miles Plumlee
226,"Dorell Wright, POR",48,12.4,.525,15.3,6.7,16.2,2.6,17.2,10.0,13.42,13.42,25.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2423,Dorell Wright
227,"Harrison Barnes, GS",82,28.3,.573,12.8,7.8,13.7,5.6,15.1,10.5,13.41,13.41,100.7,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
228,"Andre Miller, SAC/WSH",81,15.5,.548,39.9,14.6,17.1,3.4,10.2,6.9,13.37,13.37,44.2,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
229,"Dewayne Dedmon, ORL",59,14.3,.568,3.6,20.4,11.6,15.5,24.1,19.7,13.31,13.31,34.2,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2580913,Dewayne Dedmon
230,"Tyler Hansbrough, TOR",74,14.3,.597,7.9,7.5,9.7,11.6,17.3,14.4,13.30,13.30,28.5,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Gerald Henderson, CHA",80,28.9,.514,16.4,8.7,19.6,1.7,11.6,6.5,13.29,13.29,96.5,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3993,Gerald Henderson
232,"Cory Jefferson, BKN",50,10.6,.480,7.1,8.8,16.5,10.0,20.6,15.3,13.26,13.26,13.9,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2488845,Cory Jefferson
233,"Wilson Chandler, DEN",78,31.7,.523,10.5,8.6,18.8,4.1,17.2,10.4,13.24,13.24,100.9,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3194,Wilson Chandler
234,"Shelvin Mack, ATL",55,15.1,.489,30.4,9.6,19.5,1.1,9.5,5.4,13.23,13.23,27.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6454,Shelvin Mack
235,"Noah Vonleh, CHA",25,10.4,.475,3.9,10.7,15.6,11.6,25.3,18.3,13.20,13.20,6.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3078284,Noah Vonleh
236,"Donald Sloan, IND",53,20.9,.503,29.5,10.1,18.8,1.2,13.0,7.1,13.16,13.16,35.7,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4303,Donald Sloan
,"Ryan Hollins, SAC",46,9.6,.648,9.7,17.3,12.1,9.6,16.6,13.3,13.16,13.16,16.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3008,Ryan Hollins
238,"CJ McCollum, POR",62,15.7,.534,12.6,9.4,19.1,1.6,8.3,5.0,13.15,13.15,38.5,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2490149,CJ McCollum
,"Dwight Buycks, LAL",6,20.5,.586,19.9,17.0,19.9,1.7,9.3,5.4,13.15,13.15,3.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6503,Dwight Buycks
240,"Nicolas Batum, POR",71,33.5,.516,30.6,11.8,14.9,2.8,15.6,9.4,13.10,13.10,92.3,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Patty Mills, SA",51,15.7,.496,18.3,7.4,20.9,3.0,7.5,5.3,13.10,13.10,25.1,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
242,"Alec Burks, UTAH",27,33.3,.524,16.7,10.6,20.1,2.5,12.1,7.3,13.07,13.07,27.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6429,Alec Burks
243,"Alonzo Gee, DEN/POR",54,12.3,.548,9.0,11.9,15.0,5.9,9.5,7.7,13.04,13.04,25.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4232,Alonzo Gee
244,"John Lucas III, DET",21,13.0,.461,32.9,8.8,21.2,1.5,5.0,3.2,13.03,13.03,8.2,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2866,John Lucas III
245,"Paul George, IND",6,15.2,.492,8.4,16.7,30.1,4.9,21.7,13.4,13.02,13.02,3.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4251,Paul George
246,"Ognjen Kuzmic, GS",16,4.5,.727,24.2,20.2,11.0,10.8,14.5,12.7,12.93,12.93,2.5,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6602,Ognjen Kuzmic
247,"Shaun Livingston, GS",78,18.8,.529,32.5,12.8,16.3,3.3,10.0,6.7,12.91,12.91,41.8,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
248,"Derrick Williams, SAC",74,19.8,.540,7.4,8.3,17.3,3.3,12.1,7.8,12.89,12.89,30.2,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6480,Derrick Williams
249,"Evan Turner, BOS",82,27.6,.482,30.9,13.6,20.0,1.9,18.5,10.1,12.88,12.88,80.2,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4239,Evan Turner
250,"Jordan Adams, MEM",30,8.3,.489,12.7,11.1,19.0,4.2,8.7,6.4,12.87,12.87,8.8,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2993873,Jordan Adams
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Eric Gordon, NO",61,33.1,.544,20.8,11.1,19.4,1.6,7.4,4.5,12.76,12.76,68.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
252,"Boris Diaw, SA",81,24.5,.526,22.6,12.2,17.7,4.5,15.2,10.0,12.74,12.74,63.5,2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2167,Boris Diaw
,"Trevor Ariza, HOU",82,35.7,.539,15.8,10.7,15.7,2.9,14.4,8.6,12.74,12.74,97.9,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2426,Trevor Ariza
254,"Greivis Vasquez, TOR",82,24.3,.514,25.7,10.1,19.7,1.3,11.2,6.3,12.67,12.67,49.7,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4291,Greivis Vasquez
