Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
129,"Kyle O'Quinn, ORL",57,11.2,.535,17.0,12.1,17.0,11.5,25.5,18.5,15.89,15.89,41.8,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6615,Kyle O'Quinn
130,"Emeka Okafor, WSH",79,26.0,.496,9.6,11.0,17.7,10.7,26.8,18.7,15.88,15.88,161.7,5.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2399,Emeka Okafor
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
131,"Ivan Johnson, ATL",69,15.0,.546,8.7,13.4,19.3,8.5,20.7,14.7,15.80,15.80,66.3,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6534,Ivan Johnson
132,"Nicolas Batum, POR",73,38.5,.566,24.4,12.9,17.7,4.0,13.2,8.5,15.76,15.76,220.5,7.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3416,Nicolas Batum
133,"Jonas Jerebko, DET",49,18.2,.531,9.8,9.6,18.7,8.6,15.4,11.9,15.72,15.72,56.2,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
134,"Andre Miller, DEN",82,26.2,.548,35.2,12.5,18.9,3.2,9.1,6.2,15.69,15.69,150.6,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=557,Andre Miller
135,"Rudy Gay, TOR/MEM",75,35.8,.494,11.3,11.1,26.7,4.3,16.3,10.2,15.66,15.66,207.1,6.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3005,Rudy Gay
136,"Anthony Randolph, DEN",39,8.4,.534,6.6,20.2,20.5,10.1,22.1,16.2,15.65,15.65,20.4,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3455,Anthony Randolph
137,"Jonas Valanciunas, TOR",62,23.9,.619,7.7,16.0,15.3,9.6,20.5,14.9,15.62,15.62,111.1,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6477,Jonas Valanciunas
138,"Matt Barnes, LAC",80,25.7,.566,13.1,9.6,16.8,6.5,14.5,10.6,15.57,15.57,155.8,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
139,"DeMarre Carroll, UTAH",66,16.8,.535,13.2,7.4,15.3,9.1,10.8,9.9,15.52,15.52,83.3,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
140,"Marcin Gortat, PHX",61,30.8,.543,9.4,12.4,15.8,7.6,24.0,15.6,15.45,15.45,135.8,4.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2758,Marcin Gortat
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
141,"Eric Gordon, NO",42,30.1,.523,14.6,12.5,27.8,0.9,6.4,3.6,15.43,15.43,92.9,3.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3431,Eric Gordon
142,"Patrick Beverley, HOU",41,17.4,.551,31.8,12.0,15.6,7.2,10.1,8.7,15.42,15.42,47.0,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3964,Patrick Beverley
,"Josh Emmanuel Akognon, DAL",3,3.0,.625,20.0,0.0,18.9,0.0,12.1,6.2,15.42,15.42,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6656,Josh Emmanuel Akognon
144,"Antawn Jamison, LAL",76,21.5,.561,6.8,7.2,16.8,7.5,16.6,12.2,15.39,15.39,94.9,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=385,Antawn Jamison
145,"C.J. Miles, CLE",65,21.0,.551,7.9,8.7,21.9,1.9,13.4,7.4,15.38,15.38,99.3,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2778,C.J. Miles
146,"Tyler Hansbrough, IND",81,16.9,.527,5.5,11.9,18.7,13.4,17.0,15.2,15.35,15.35,78.5,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
147,"Chandler Parsons, HOU",76,36.3,.584,18.9,10.3,17.3,3.3,13.2,8.3,15.33,15.33,198.8,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6466,Chandler Parsons
148,"Chris Wilcox, BOS",61,13.6,.725,9.4,14.5,10.6,8.1,17.3,12.8,15.32,15.32,47.4,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1731,Chris Wilcox
149,"Andre Iguodala, DEN",80,34.7,.520,26.5,12.6,18.7,3.4,13.5,8.5,15.27,15.27,197.9,6.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2386,Andre Iguodala
150,"Jimmy Butler, CHI",82,26.0,.574,14.5,7.8,13.8,7.2,10.4,8.8,15.26,15.26,151.6,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6430,Jimmy Butler
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
151,"Patrick Patterson, HOU/SAC",71,25.0,.566,10.2,7.7,16.8,7.2,14.4,10.8,15.23,15.23,98.7,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
152,"Raymond Felton, NY",68,34.0,.505,25.4,10.6,21.6,2.5,7.5,4.9,15.22,15.22,145.7,4.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
153,"Elton Brand, DAL",72,21.2,.499,10.8,8.8,15.4,9.7,21.5,15.7,15.19,15.19,84.1,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=91,Elton Brand
154,"Andrew Nicholson, ORL",75,16.7,.557,6.8,12.1,19.9,6.2,17.1,11.7,15.12,15.12,67.6,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6614,Andrew Nicholson
,"Luol Deng, CHI",75,38.7,.508,14.0,9.1,20.3,6.3,12.6,9.4,15.12,15.12,200.2,6.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2429,Luol Deng
156,"Glen Davis, ORL",34,31.3,.483,10.6,9.6,23.2,5.8,20.3,13.1,15.09,15.09,57.0,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3200,Glen Davis
157,"Jeff Green, BOS",81,27.8,.561,10.8,11.2,19.6,3.0,13.4,8.3,15.01,15.01,118.0,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3209,Jeff Green
158,"Chauncey Billups, LAC",22,19.0,.601,21.5,11.4,18.9,0.6,8.4,4.6,15.00,15.00,25.0,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=63,Chauncey Billups
159,"Jeremy Lin, HOU",82,32.2,.538,28.4,13.5,20.6,1.4,9.1,5.3,14.94,14.94,155.1,5.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4299,Jeremy Lin
160,"Omer Asik, HOU",82,30.0,.558,7.5,17.4,14.7,12.8,31.0,22.0,14.89,14.89,157.9,5.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Jared Dudley, PHX",79,27.5,.582,19.4,9.7,16.5,4.1,8.9,6.4,14.89,14.89,142.2,4.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3201,Jared Dudley
162,"Jared Cunningham, DAL",8,3.3,.538,5.6,11.2,26.0,4.4,8.4,6.4,14.86,14.86,1.7,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6582,Jared Cunningham
163,"DeMar DeRozan, TOR",82,36.7,.523,11.5,8.5,22.1,1.9,10.9,6.3,14.81,14.81,193.6,6.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3978,DeMar DeRozan
164,"D.J. White, BOS",12,7.2,.538,12.1,6.1,14.2,5.7,12.0,8.9,14.76,14.76,4.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3469,D.J. White
,"Corey Brewer, DEN",82,24.4,.506,10.3,8.5,21.6,3.1,9.9,6.6,14.76,14.76,127.3,4.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
166,"Bernard James, DAL",46,9.9,.541,4.1,12.4,12.1,12.9,18.9,16.0,14.74,14.74,28.3,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6593,Bernard James
,"JJ Redick, MIL/ORL",78,30.5,.571,21.2,9.9,18.5,0.8,7.3,4.0,14.74,14.74,150.4,5.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3024,JJ Redick
168,"Ray Allen, MIA",79,25.8,.599,14.1,10.7,17.3,2.6,10.1,6.6,14.72,14.72,128.3,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=9,Ray Allen
169,"Devin Harris, ATL",58,24.5,.565,24.8,11.1,18.6,0.5,8.7,4.7,14.69,14.69,78.3,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2382,Devin Harris
170,"Jimmer Fredette, SAC",69,14.0,.546,15.0,11.1,22.4,2.2,6.4,4.2,14.66,14.66,52.8,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6434,Jimmer Fredette
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"DeJuan Blair, SA",61,14.0,.543,11.4,12.4,16.9,9.5,21.1,15.6,14.66,14.66,51.5,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3965,DeJuan Blair
172,"Brian Roberts, NO",78,17.0,.509,26.2,8.5,21.6,1.5,7.3,4.4,14.65,14.65,72.2,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6641,Brian Roberts
173,"Jason Thompson, SAC",82,27.9,.533,8.2,9.9,16.6,8.4,19.5,13.8,14.64,14.64,107.0,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3462,Jason Thompson
174,"Jeff Ayres, IND",37,10.0,.533,8.6,13.2,18.1,8.9,22.2,15.7,14.57,14.57,16.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4008,Jeff Ayres
175,"Derrick Williams, MIN",78,24.6,.515,4.4,9.6,21.2,5.6,20.6,12.8,14.55,14.55,87.3,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6480,Derrick Williams
176,"Taj Gibson, CHI",65,22.4,.518,9.6,12.0,16.7,9.7,17.5,13.6,14.50,14.50,65.3,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3986,Taj Gibson
177,"Mo Williams, UTAH",46,30.8,.519,29.1,12.8,22.5,2.0,7.2,4.5,14.47,14.47,73.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
,"Slava Kravtsov, DET",25,9.0,.618,10.6,16.4,14.3,12.1,11.0,11.6,14.47,14.47,12.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6636,Slava Kravtsov
179,"Jameer Nelson, ORL",56,35.3,.498,29.7,11.1,22.6,1.3,10.6,6.0,14.44,14.44,101.4,3.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2439,Jameer Nelson
180,"Beno Udrih, MIL/ORL",66,22.1,.516,32.4,11.6,19.0,2.5,8.2,5.3,14.28,14.28,71.4,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2448,Beno Udrih
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Reggie Jackson, OKC",70,14.2,.531,23.1,10.1,17.7,2.6,15.6,9.6,14.28,14.28,48.6,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6443,Reggie Jackson
182,"Danny Green, SA",80,27.5,.600,15.1,10.1,14.9,2.0,10.3,6.4,14.19,14.19,121.2,4.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3988,Danny Green
183,"Patty Mills, SA",58,11.3,.590,17.7,11.1,18.5,1.7,6.8,4.4,14.16,14.16,30.9,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4004,Patty Mills
,"J.J. Barea, MIN",74,23.1,.510,23.4,11.5,24.5,2.2,11.9,6.9,14.16,14.16,80.7,2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3055,J.J. Barea
185,"Joe Johnson, BKN",72,36.7,.521,16.9,8.2,20.8,2.4,7.4,4.9,14.14,14.14,143.5,4.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
186,"Wesley Matthews, POR",69,34.8,.574,14.8,9.3,17.7,1.7,7.6,4.6,14.10,14.10,129.1,4.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4032,Wesley Matthews
187,"Charlie Villanueva, DET",69,15.8,.481,9.3,6.7,20.1,5.1,20.6,12.7,14.08,14.08,42.0,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2792,Charlie Villanueva
188,"Trevor Ariza, WSH",56,26.3,.538,16.4,12.2,16.7,3.3,16.9,10.0,14.04,14.04,77.8,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2426,Trevor Ariza
,"Daniel Orton, OKC",13,8.0,.493,9.6,9.6,14.7,15.5,13.4,14.3,14.04,14.04,5.3,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4263,Daniel Orton
,"Michael Kidd-Gilchrist, CHA",78,26.0,.506,12.8,11.1,16.6,7.2,18.9,12.9,14.04,14.04,106.9,3.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6601,Michael Kidd-Gilchrist
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
191,"O.J. Mayo, DAL",82,35.5,.556,21.2,12.4,19.7,1.4,9.6,5.6,14.00,14.00,152.0,5.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3450,O.J. Mayo
192,"Kenyon Martin, NY",18,23.9,.583,5.9,11.9,12.3,8.9,17.1,12.9,13.94,13.94,15.7,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=515,Kenyon Martin
193,"Kyle Korver, ATL",74,30.5,.637,17.2,8.2,13.3,1.2,13.5,7.4,13.93,13.93,115.8,3.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
,"James Anderson, HOU/SA",39,10.3,.539,20.5,12.2,17.3,5.2,15.0,10.2,13.93,13.93,20.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4242,James Anderson
195,"C.J. Watson, BKN",80,19.0,.544,22.1,9.5,16.9,2.9,8.4,5.6,13.90,13.90,65.9,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3277,C.J. Watson
,"Trevor Booker, WSH",48,18.5,.509,12.4,9.6,13.4,12.2,17.8,14.9,13.90,13.90,31.7,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4270,Trevor Booker
197,"Martell Webster, WSH",76,28.9,.601,15.0,9.4,15.7,2.7,12.2,7.4,13.89,13.89,111.3,3.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2795,Martell Webster
198,"Evan Fournier, DEN",38,11.3,.597,17.9,13.1,19.5,1.6,7.4,4.6,13.88,13.88,21.6,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6588,Evan Fournier
199,"Jordan Crawford, BOS/WSH",70,24.4,.512,19.4,12.1,21.2,2.9,10.9,6.9,13.82,13.82,84.6,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4243,Jordan Crawford
200,"Malcolm Thomas, CHI/GS",12,4.8,.555,19.5,14.6,15.3,10.0,21.7,15.9,13.81,13.81,2.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6511,Malcolm Thomas
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
201,"Andrew Bogut, GS",32,24.6,.463,22.1,11.6,12.8,9.8,24.1,17.2,13.81,13.81,37.6,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2747,Andrew Bogut
202,"Dion Waiters, CLE",61,28.8,.492,15.1,10.0,24.7,1.4,8.8,4.9,13.77,13.77,85.8,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6628,Dion Waiters
203,"Al-Farouq Aminu, NO",76,27.2,.519,13.7,15.4,13.8,7.9,26.2,16.9,13.73,13.73,99.4,3.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
204,"Bradley Beal, WSH",56,31.2,.515,13.9,9.1,20.5,2.7,10.8,6.7,13.69,13.69,83.1,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6580,Bradley Beal
205,"Kris Humphries, BKN",65,18.3,.515,7.1,12.6,15.0,12.4,23.9,18.1,13.67,13.67,38.6,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2433,Kris Humphries
206,"Mike Dunleavy, MIL",75,25.9,.577,15.8,9.8,16.4,1.7,14.9,8.0,13.64,13.64,90.9,3.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1708,Mike Dunleavy
207,"Nick Collison, OKC",81,19.5,.624,23.3,13.3,10.9,9.6,14.2,12.1,13.60,13.60,49.5,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1978,Nick Collison
208,"Leandro Barbosa, BOS/WSH",41,12.5,.509,20.0,7.2,19.7,1.9,8.5,5.3,13.57,13.57,23.5,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
209,"MarShon Brooks, BKN",73,12.5,.523,14.6,13.2,21.4,4.1,9.4,6.7,13.55,13.55,41.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6428,MarShon Brooks
210,"Cory Joseph, SA",28,13.9,.528,27.4,10.9,16.0,3.8,11.3,7.8,13.52,13.52,14.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Jared Sullinger, BOS",45,19.8,.534,11.1,9.2,13.2,12.6,22.1,17.5,13.52,13.52,26.8,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6624,Jared Sullinger
212,"Jerryd Bayless, MEM",80,22.1,.514,24.9,11.3,20.7,1.4,10.5,5.9,13.51,13.51,66.0,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
213,"Mike Miller, MIA",59,15.3,.596,26.8,9.5,13.7,2.6,18.0,10.7,13.49,13.49,40.2,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=558,Mike Miller
214,"Jason Kidd, NY",76,26.9,.532,33.0,10.1,11.8,2.8,16.2,9.3,13.48,13.48,75.5,2.5,http://insider.espn.go.com/nba/players/hollinger?playerId=429,Jason Kidd
215,"Toney Douglas, HOU/SAC",71,18.2,.531,20.5,11.0,19.7,3.0,9.2,6.1,13.46,13.46,47.2,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
216,"Carlos Delfino, HOU",67,25.2,.549,15.9,8.5,17.3,1.2,13.4,7.4,13.39,13.39,72.9,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1999,Carlos Delfino
,"Jeff Adrien, CHA",52,13.7,.493,12.9,11.4,14.4,10.6,21.2,15.7,13.39,13.39,30.7,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4335,Jeff Adrien
218,"Nick Young, PHI",59,23.9,.525,11.5,6.8,19.4,1.9,8.7,5.2,13.38,13.38,60.6,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3243,Nick Young
219,"Dante Cunningham, MIN",80,25.1,.485,8.0,6.7,15.7,7.8,15.6,11.6,13.35,13.35,55.5,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3974,Dante Cunningham
220,"Kurt Thomas, NY",39,10.1,.547,17.8,6.8,10.9,6.9,20.1,13.3,13.32,13.32,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=846,Kurt Thomas
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
221,"Mario Chalmers, MIA",77,26.9,.576,28.1,12.3,15.5,1.2,8.6,5.1,13.29,13.29,70.5,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3419,Mario Chalmers
222,"Tony Allen, MEM",79,26.7,.489,10.7,10.3,16.6,6.6,13.8,10.2,13.26,13.26,86.8,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
223,"Reggie Williams, CHA",40,9.5,.517,19.6,9.5,18.3,2.3,13.3,7.7,13.22,13.22,15.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4229,Reggie Williams
224,"Shannon Brown, PHX",59,23.8,.493,13.4,9.2,20.7,3.5,8.7,6.0,13.14,13.14,44.7,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2992,Shannon Brown
225,"Zaza Pachulia, ATL",52,21.8,.534,18.1,16.1,13.5,13.5,20.3,17.0,13.11,13.11,42.6,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2016,Zaza Pachulia
226,"Travis Outlaw, SAC",38,11.7,.500,8.8,7.9,19.9,4.3,11.7,7.9,13.10,13.10,17.2,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2015,Travis Outlaw
227,"John Jenkins, ATL",61,14.8,.576,13.3,9.5,17.0,2.2,9.6,6.0,13.08,13.08,34.7,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6594,John Jenkins
228,"Luke Ridnour, MIN",82,30.2,.532,23.5,9.8,17.9,1.8,7.9,4.8,13.07,13.07,76.6,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1985,Luke Ridnour
229,"Arron Afflalo, ORL",64,36.0,.527,15.3,10.2,21.0,1.4,10.3,5.8,13.02,13.02,86.8,2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
230,"Pablo Prigioni, NY",78,16.2,.595,42.7,15.6,12.9,3.7,9.8,6.6,13.01,13.01,37.9,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4182,Pablo Prigioni
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
231,"Shaun Livingston, CLE/WSH",66,22.0,.536,31.6,11.2,15.2,2.4,10.4,6.2,13.00,13.00,43.5,1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2393,Shaun Livingston
,"Rodney Stuckey, DET",76,28.6,.505,21.2,10.5,20.4,2.2,9.1,5.6,13.00,13.00,64.7,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3235,Rodney Stuckey
233,"Austin Daye, DET/MEM",55,12.3,.554,14.3,9.9,14.5,2.7,18.8,10.6,12.96,12.96,14.8,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3976,Austin Daye
234,"Omri Casspi, CLE",43,11.7,.486,12.3,9.6,16.6,4.4,22.7,13.1,12.94,12.94,18.3,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3554,Omri Casspi
235,"Gustavo Alfonso Ayon, MIL/ORL",55,13.3,.540,23.1,15.3,14.4,9.0,21.3,15.1,12.86,12.86,14.9,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6546,Gustavo Alfonso Ayon
236,"John Lucas III, TOR",63,13.1,.483,22.1,5.5,20.0,1.1,8.3,4.7,12.84,12.84,22.8,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2866,John Lucas III
237,"Thabo Sefolosha, OKC",81,27.5,.618,18.2,9.3,10.6,3.2,12.4,8.2,12.83,12.83,77.6,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
238,"Reggie Evans, BKN",80,24.6,.506,8.4,21.7,10.2,15.5,38.0,26.7,12.81,12.81,38.5,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1828,Reggie Evans
,"Jason Terry, BOS",79,26.9,.566,19.7,10.1,16.5,1.1,7.6,4.4,12.81,12.81,73.3,2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
240,"Ben Gordon, CHA",75,20.8,.515,12.9,12.4,25.7,1.3,8.5,4.8,12.74,12.74,52.2,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2381,Ben Gordon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
241,"Klay Thompson, GS",82,35.8,.533,11.3,9.7,19.8,1.2,10.0,5.7,12.71,12.71,96.8,3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6475,Klay Thompson
242,"Josh McRoberts, ORL/CHA",67,22.2,.527,24.0,11.2,12.7,7.0,18.0,12.4,12.69,12.69,26.4,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
243,"Chase Budinger, MIN",23,22.1,.516,9.7,8.9,18.8,3.3,13.0,8.0,12.66,12.66,16.4,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
,"Markieff Morris, PHX",82,22.4,.473,11.7,11.3,18.2,7.9,16.7,12.3,12.66,12.66,31.7,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
245,"Cory Higgins, CHA",6,5.3,.352,20.1,0.0,27.0,3.5,7.4,5.4,12.65,12.65,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6544,Cory Higgins
246,"Alan Anderson, TOR",65,23.0,.509,11.9,9.3,21.6,2.7,9.2,5.9,12.61,12.61,47.0,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6569,Alan Anderson
247,"Jason Richardson, PHI",33,28.4,.495,11.9,6.1,17.0,2.2,13.4,7.7,12.60,12.60,29.3,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1018,Jason Richardson
248,"Metta World Peace, LAL",75,33.7,.517,10.1,8.8,15.9,4.5,11.5,8.1,12.55,12.55,77.4,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=25,Metta World Peace
249,"Maurice Harkless, ORL",76,26.0,.504,6.8,9.3,14.3,7.0,12.2,9.6,12.54,12.54,60.2,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6591,Maurice Harkless
,"Damien Wilkins, PHI",61,18.0,.533,18.1,9.7,16.4,3.2,7.8,5.4,12.54,12.54,33.4,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2506,Damien Wilkins
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
251,"Caron Butler, LAC",78,24.1,.535,8.6,7.9,18.4,2.6,11.4,7.1,12.50,12.50,56.0,1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
252,"Dominique Jones, DAL",29,11.7,.438,32.8,15.0,23.0,6.0,8.7,7.4,12.48,12.48,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4246,Dominique Jones
253,"Earl Clark, LAL",59,23.1,.510,11.9,11.3,14.4,6.8,19.1,13.1,12.47,12.47,40.0,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3971,Earl Clark
254,"A.J. Price, WSH",57,22.4,.501,28.9,9.0,17.9,1.7,8.2,4.9,12.45,12.45,27.7,0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4010,A.J. Price
255,"Mirza Teletovic, BKN",53,9.4,.495,9.9,8.6,18.0,7.8,14.8,11.2,12.39,12.39,6.6,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4385,Mirza Teletovic
256,"Brandon Bass, BOS",81,27.6,.535,10.3,9.8,13.7,7.0,15.2,11.2,12.38,12.38,29.3,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2745,Brandon Bass
