Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
383,"Josh Harrellson, MIA",6,5.2,.506,0.0,23.3,16.9,12.6,15.0,13.9,8.59,8.59,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6439,Josh Harrellson
384,"Jerry Stackhouse, BKN",37,14.7,.500,14.5,10.0,16.6,1.1,6.1,3.6,8.57,8.57,-15.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=802,Jerry Stackhouse
385,"Tornike Shengelia, BKN",19,4.9,.499,6.8,25.0,18.7,11.4,17.9,14.6,8.54,8.54,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6623,Tornike Shengelia
386,"Ish Smith, MIL/ORL",52,9.9,.379,30.4,12.9,17.7,2.6,10.7,6.6,8.51,8.51,-19.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4305,Ish Smith
387,"DeQuan Jones, ORL",63,12.7,.485,5.6,10.5,13.7,2.4,12.4,7.4,8.46,8.46,-24.5,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2325490,DeQuan Jones
388,"Anthony Tolliver, ATL",62,15.5,.531,10.4,11.7,11.8,3.7,14.5,9.2,8.44,8.44,-44.0,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
389,"Brandon Roy, MIN",5,24.4,.368,33.1,10.1,17.6,2.7,10.6,6.6,8.34,8.34,-3.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3027,Brandon Roy
,"Chris Douglas-Roberts, DAL",6,10.5,.462,17.1,4.3,12.9,0.0,8.7,4.4,8.34,8.34,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3422,Chris Douglas-Roberts
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
391,"Linas Kleiza, TOR",20,18.8,.460,8.4,7.3,19.5,3.1,13.5,8.2,8.29,8.29,-12.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2770,Linas Kleiza
392,"Kendrick Perkins, OKC",78,25.1,.479,19.7,19.3,9.9,7.0,19.5,13.7,8.20,8.20,-70.0,-2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2018,Kendrick Perkins
393,"James Jones, MIA",38,5.8,.478,16.5,3.8,12.9,0.0,11.6,6.1,8.17,8.17,-7.7,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
394,"Royal Ivey, PHI",53,13.2,.563,15.8,9.9,10.5,2.5,6.8,4.6,8.12,8.12,-30.0,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2387,Royal Ivey
395,"DeShawn Stevenson, ATL",56,20.7,.522,15.0,6.6,10.8,1.8,10.1,6.0,8.11,8.11,-41.3,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=808,DeShawn Stevenson
,"Darius Morris, LAL",48,14.2,.475,23.4,13.8,15.7,4.0,5.2,4.6,8.11,8.11,-29.5,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6463,Darius Morris
397,"Stephen Jackson, SA",55,19.5,.473,15.5,14.9,16.9,2.5,13.5,8.3,8.09,8.09,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=378,Stephen Jackson
398,"Chris Duhon, LAL",46,17.8,.517,44.1,13.3,10.1,1.5,7.5,4.6,8.02,8.02,-36.4,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2377,Chris Duhon
399,"Kim English, DET",41,9.9,.477,15.3,11.2,15.2,2.2,8.4,5.2,7.97,7.97,-15.4,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6586,Kim English
400,"Norris Cole, MIA",80,19.9,.483,22.5,14.3,15.8,1.5,8.2,5.0,7.92,7.92,-73.2,-2.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6431,Norris Cole
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
401,"Corey Maggette, DET",18,14.3,.489,14.3,12.8,19.0,2.2,9.1,5.6,7.90,7.90,-10.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=497,Corey Maggette
402,"Kendall Marshall, PHX",48,14.6,.455,40.0,16.0,14.7,0.6,6.3,3.4,7.85,7.85,-33.0,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6607,Kendall Marshall
403,"Perry Jones, OKC",38,7.4,.417,7.7,11.5,17.4,5.3,19.1,12.7,7.83,7.83,-11.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6598,Perry Jones
404,"Chris Singleton, WSH",57,16.2,.425,10.5,12.7,14.3,6.1,16.1,11.0,7.81,7.81,-37.1,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6470,Chris Singleton
405,"Daniel Gibson, CLE",46,20.0,.475,21.8,8.2,13.9,0.6,7.3,3.8,7.75,7.75,-37.7,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3006,Daniel Gibson
406,"Drew Gooden, MIL",16,9.4,.382,7.2,10.8,20.3,8.9,13.3,11.0,7.70,7.70,-8.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1711,Drew Gooden
,"Earl Watson, UTAH",48,17.3,.366,48.7,17.7,12.8,3.2,9.1,6.1,7.70,7.70,-40.9,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=1027,Earl Watson
408,"Derek Fisher, DAL/OKC",33,17.4,.492,18.5,11.8,17.7,0.4,6.6,3.6,7.69,7.69,-28.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=246,Derek Fisher
,"Andris Biedrins, GS",53,9.3,.449,25.6,25.6,3.6,7.8,25.7,17.0,7.69,7.69,-28.2,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2427,Andris Biedrins
410,"Dominic McGuire, NO/IND/TOR",26,14.9,.422,21.6,13.0,8.6,0.0,0.0,0.0,7.68,7.68,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3246,Dominic McGuire
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
411,"Jan Vesely, WSH",51,11.8,.480,15.0,14.5,11.2,7.9,14.7,11.3,7.65,7.65,-25.6,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4165,Jan Vesely
,"Xavier Henry, NO",50,12.5,.481,5.3,12.6,15.8,3.9,13.4,8.6,7.65,7.65,-26.6,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4241,Xavier Henry
413,"Justin Holiday, PHI",9,15.8,.408,19.9,11.9,18.7,0.0,11.5,5.6,7.60,7.60,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2284101,Justin Holiday
414,"Sam Young, IND",56,12.4,.464,17.4,13.6,12.6,4.3,15.3,9.9,7.50,7.50,-31.1,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4020,Sam Young
415,"Charles Jenkins, GS/PHI",59,7.5,.425,22.5,10.7,16.0,2.0,6.0,4.0,7.49,7.49,-23.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6444,Charles Jenkins
416,"Ben Hansbrough, IND",28,7.1,.501,21.9,18.8,16.7,1.1,8.8,5.0,7.20,7.20,-11.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6657,Ben Hansbrough
417,"Draymond Green, GS",79,13.4,.404,13.8,13.2,12.9,6.2,20.3,13.5,7.15,7.15,-53.0,-1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6589,Draymond Green
,"Nolan Smith, POR",40,7.2,.435,18.4,15.2,23.4,2.8,8.2,5.5,7.15,7.15,-16.6,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6471,Nolan Smith
419,"Victor Claver, POR",49,16.6,.462,14.9,14.9,12.9,4.4,12.8,8.5,7.05,7.05,-41.8,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3972,Victor Claver
420,"Josh Childress, BKN",14,7.1,.320,18.6,0.0,9.8,7.0,10.7,8.9,7.04,7.04,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2373,Josh Childress
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
421,"Ronnie Price, POR",39,13.1,.402,30.7,14.3,14.9,2.9,7.2,5.0,6.81,6.81,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2807,Ronnie Price
422,"Keith Bogans, BKN",74,19.0,.533,18.2,11.8,10.8,1.3,8.8,5.0,6.69,6.69,-80.1,-2.7,http://insider.espn.go.com/nba/players/hollinger?playerId=1995,Keith Bogans
423,"DeSagana Diop, CHA",22,10.3,.292,26.8,16.5,7.1,4.9,21.4,12.9,6.63,6.63,-13.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=992,DeSagana Diop
424,"Dahntay Jones, ATL/DAL",78,13.0,.482,13.4,10.6,12.4,2.7,8.4,5.6,6.40,6.40,-62.2,-2.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
425,"Devin Ebanks, LAL",19,10.4,.411,10.0,11.0,18.5,5.7,16.9,11.5,6.37,6.37,-12.1,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4256,Devin Ebanks
426,"Darius Miller, NO",52,13.3,.529,24.6,12.9,8.9,1.4,12.2,6.7,6.34,6.34,-43.1,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6610,Darius Miller
427,"Jeremy Tyler, ATL/GS",21,3.2,.413,3.0,17.8,0.0,10.1,22.1,16.3,6.29,6.29,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6476,Jeremy Tyler
,"Vladimir Radmanovic, CHI",25,5.8,.372,13.5,11.8,15.4,7.9,14.5,11.2,6.29,6.29,-9.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1016,Vladimir Radmanovic
429,"Tyshawn Taylor, BKN",38,5.8,.430,14.5,17.3,24.5,1.1,8.6,4.8,6.28,6.28,-15.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6625,Tyshawn Taylor
430,"Samardo Samuels, CLE",18,10.9,.411,9.5,7.1,16.1,5.6,11.2,8.3,6.25,6.25,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4304,Samardo Samuels
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
431,"Sasha Pavlovic, POR",39,13.5,.423,19.1,8.4,11.2,1.5,10.9,6.2,6.20,6.20,-33.9,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2172,Sasha Pavlovic
432,"Marquis Teague, CHI",48,8.2,.412,28.9,16.1,18.4,0.9,12.1,6.4,6.04,6.04,-29.0,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6626,Marquis Teague
433,"Scott Machado, GS/HOU",6,3.5,.581,28.7,38.3,30.8,0.0,5.3,2.7,6.02,6.02,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6644,Scott Machado
434,"Mickael Pietrus, TOR",19,20.3,.472,6.9,12.2,13.2,1.5,9.7,5.5,6.00,6.00,-25.9,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2173,Mickael Pietrus
435,"Austin Rivers, NO",61,23.2,.431,19.9,11.6,16.2,1.3,8.0,4.6,5.95,5.95,-96.4,-3.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6617,Austin Rivers
436,"Quincy Miller, DEN",7,3.7,.349,17.8,5.9,22.1,4.4,4.2,4.3,5.94,5.94,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6611,Quincy Miller
437,"Daequan Cook, CHI/HOU",49,9.0,.398,9.2,7.3,18.4,1.8,14.0,7.9,5.85,5.85,-30.6,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3196,Daequan Cook
438,"Luke Zeller, PHX",16,3.6,.365,10.3,0.0,18.3,1.9,18.0,9.8,5.71,5.71,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6502,Luke Zeller
439,"Maalik Wayns, LAC/PHI",27,7.5,.394,19.5,10.8,24.1,0.6,3.5,2.0,5.10,5.10,-17.8,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6638,Maalik Wayns
440,"Fab Melo, BOS",6,6.0,.451,0.0,11.4,9.8,0.0,9.6,4.9,4.95,4.95,-3.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6608,Fab Melo
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
441,"Doron Lamb, MIL/ORL",47,12.3,.433,13.6,11.0,17.2,1.5,7.4,4.4,4.85,4.85,-48.6,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6604,Doron Lamb
442,"Grant Hill, LAC",29,15.1,.428,16.3,15.7,13.1,1.7,11.5,6.7,4.79,4.79,-37.2,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=336,Grant Hill
443,"DaJuan Summers, LAC",2,3.5,.250,20.0,0.0,25.0,0.0,33.5,17.0,4.33,4.33,-0.6,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4012,DaJuan Summers
444,"Danny Granger, IND",5,14.8,.350,6.6,8.8,23.9,4.6,8.9,6.8,4.02,4.02,-7.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2760,Danny Granger
445,"Robert Sacre, LAL",32,6.3,.407,8.7,14.5,12.5,5.0,13.2,9.2,3.48,3.48,-21.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6620,Robert Sacre
446,"Hedo Turkoglu, ORL",11,17.2,.288,25.4,13.2,15.9,2.4,13.2,7.8,3.39,3.39,-20.1,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=862,Hedo Turkoglu
447,"Joel Przybilla, MIL",12,5.7,.205,31.1,31.1,5.8,7.6,26.2,16.6,3.35,3.35,-7.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=682,Joel Przybilla
448,"Jason Collins, BOS/WSH",38,10.1,.476,11.6,26.1,6.6,6.9,11.3,9.1,3.01,3.01,-43.5,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=987,Jason Collins
449,"Matt Carroll, NO/CHA",1,6.0,.000,100.0,0.0,2.2,0.0,0.0,0.0,2.89,2.89,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2211,Matt Carroll
450,"Jared Jeffries, POR",38,9.2,.343,14.7,17.9,9.9,8.5,11.4,10.0,2.45,2.45,-47.3,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1717,Jared Jeffries
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
451,"Tyler Honeycutt, HOU/SAC",9,3.6,.337,10.6,26.5,21.5,10.5,25.8,18.0,1.97,1.97,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6441,Tyler Honeycutt
452,"Dexter Pittman, MIA/MEM",11,2.9,.325,0.0,19.6,23.7,26.5,18.6,22.5,1.63,1.63,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4283,Dexter Pittman
453,"Chris Quinn, CLE",7,11.1,.296,28.2,18.8,13.2,1.4,1.6,1.5,1.32,1.32,-11.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3046,Chris Quinn
454,"Jarvis Varnado, BOS/MIA",13,4.5,.457,16.9,33.8,15.8,4.4,14.0,9.4,1.20,1.20,-8.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4266,Jarvis Varnado
455,"Quentin Richardson, NY",1,29.0,.210,6.7,13.4,20.1,19.5,20.9,20.2,0.67,0.67,-4.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=703,Quentin Richardson
456,"Kris Joseph, BOS/BKN",10,5.4,.257,4.9,9.7,25.3,2.2,13.0,7.7,0.66,0.66,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6599,Kris Joseph
457,"Josh Selby, CLE/MEM",10,5.9,.373,10.6,18.5,24.7,0.0,10.2,5.0,0.14,0.14,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6467,Josh Selby
458,"Damion James, BKN",2,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4252,Damion James
459,"Chris Wright, DAL",3,1.3,.500,0.0,33.3,29.4,0.0,0.0,0.0,-1.78,-1.78,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6666,Chris Wright
460,"Terrel Harris, NO/MIA",20,6.9,.239,15.7,29.6,13.6,3.5,19.3,11.4,-3.79,-3.79,-29.2,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6490,Terrel Harris
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
461,"Kevin Murphy, UTAH",17,3.1,.268,6.1,9.1,24.6,0.0,9.1,4.5,-4.44,-4.44,-11.6,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6613,Kevin Murphy
462,"Solomon Jones, NY",2,13.0,.000,0.0,75.0,6.3,4.4,9.3,6.8,-5.73,-5.73,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3010,Solomon Jones
463,"Tim Ohlbrecht, HOU",3,4.0,.436,11.8,47.4,24.8,0.0,9.3,4.7,-6.06,-6.06,-3.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2308999,Tim Ohlbrecht
464,"Andrew Goudelock, LAL",1,6.0,.000,0.0,0.0,13.0,18.9,0.0,9.2,-6.41,-6.41,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6435,Andrew Goudelock
465,"Darius Johnson-Odom, LAL",4,1.5,.000,20.0,0.0,28.2,18.9,53.7,36.7,-6.66,-6.66,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6596,Darius Johnson-Odom
466,"Will Conroy, MIN",4,5.0,.051,0.0,0.0,19.6,5.5,0.0,2.9,-15.18,-15.18,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2827,Will Conroy
467,"Justin Dentmon, DAL",2,2.0,.000,0.0,0.0,19.6,0.0,0.0,0.0,-19.34,-19.34,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6483,Justin Dentmon
468,"Darko Milicic, BOS",1,5.0,.000,0.0,66.7,24.1,0.0,23.0,11.8,-30.12,-30.12,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2171,Darko Milicic
