Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Maurice Evans, WSH",24,14.3,.497,6.6,7.3,15.0,2.6,5.3,3.9,9.08,9.08,-7.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1031,Maurice Evans
379,"Tyrus Thomas, CHA",54,18.8,.418,7.8,11.7,16.9,5.4,17.7,11.3,9.06,9.06,-36.9,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3032,Tyrus Thomas
380,"John Salmons, SAC",46,27.2,.471,18.5,9.0,13.6,1.7,10.5,5.9,9.04,9.04,-27.3,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1726,John Salmons
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
381,"Troy Murphy, LAL",59,16.2,.537,20.2,10.3,9.2,4.9,16.9,11.2,9.03,9.03,-35.3,-1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=1013,Troy Murphy
382,"Darko Milicic, MIN",29,16.3,.458,8.7,16.4,15.2,8.2,14.6,11.4,9.02,9.02,-11.1,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2171,Darko Milicic
,"DaJuan Summers, NO",15,13.9,.493,11.5,9.2,15.9,4.6,8.4,6.6,9.02,9.02,-5.6,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4012,DaJuan Summers
384,"Donald Sloan, ATL/NO/CLE",33,20.3,.433,28.8,13.4,23.6,0.0,0.0,0.0,8.95,8.95,-20.4,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=4303,Donald Sloan
385,"Carldell Johnson, NO",15,7.9,.372,33.7,10.7,17.6,1.0,7.9,4.5,8.92,8.92,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6484,Carldell Johnson
386,"DeAndre Liggins, ORL",17,6.8,.495,10.3,20.7,16.1,5.9,9.2,7.5,8.91,8.91,-3.2,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6453,DeAndre Liggins
387,"E'Twaun Moore, BOS",38,8.7,.474,19.9,12.3,18.2,1.5,9.9,5.9,8.90,8.90,-9.4,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6460,E'Twaun Moore
388,"Chuck Hayes, SAC",54,19.2,.460,24.5,15.9,9.7,7.3,18.0,12.4,8.89,8.89,-26.5,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2834,Chuck Hayes
389,"James Anderson, SA",51,11.8,.483,15.3,11.2,15.7,3.1,11.8,7.5,8.87,8.87,-14.7,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4242,James Anderson
390,"Andris Biedrins, GS",47,15.7,.581,16.3,14.3,4.7,6.9,20.0,13.5,8.77,8.77,-20.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2427,Andris Biedrins
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
391,"Alan Anderson, TOR",17,27.1,.519,12.5,12.0,16.9,2.1,6.5,4.3,8.75,8.75,-14.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6569,Alan Anderson
,"Morris Almond, WSH",4,16.8,.382,9.4,4.7,11.8,1.7,11.9,6.7,8.75,8.75,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3188,Morris Almond
,"Anthony Carter, TOR",24,8.7,.409,31.4,15.7,16.8,2.8,15.6,9.3,8.75,8.75,-7.0,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=137,Anthony Carter
394,"Quentin Richardson, ORL",48,18.0,.511,13.7,10.5,12.0,2.0,14.6,8.2,8.73,8.73,-22.9,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=703,Quentin Richardson
395,"Kendrick Perkins, OKC",65,26.8,.528,15.4,23.3,10.2,8.4,18.8,13.9,8.69,8.69,-49.8,-1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2018,Kendrick Perkins
396,"Mickael Pietrus, BOS",42,21.9,.509,7.3,9.7,14.3,2.4,13.7,8.3,8.58,8.58,-26.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2173,Mickael Pietrus
397,"Steve Blake, LAL",53,23.3,.493,33.1,13.7,13.4,0.9,6.6,3.8,8.55,8.55,-45.3,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
398,"Andrew Goudelock, LAL",40,10.5,.488,9.1,9.5,19.9,1.4,6.6,4.1,8.48,8.48,-14.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6435,Andrew Goudelock
399,"Ronnie Price, PHX",36,14.4,.465,26.4,18.1,16.0,4.0,8.2,6.1,8.46,8.46,-19.6,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2807,Ronnie Price
400,"Mehmet Okur, NJ",17,26.7,.460,15.3,12.7,15.7,5.5,15.5,10.4,8.42,8.42,-14.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1014,Mehmet Okur
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
401,"Chris Duhon, ORL",63,19.5,.558,34.0,18.2,11.5,1.3,8.4,4.8,8.39,8.39,-47.8,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2377,Chris Duhon
402,"Raja Bell, UTAH",34,23.4,.586,15.6,8.6,11.0,0.9,6.3,3.5,8.36,8.36,-25.4,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=49,Raja Bell
403,"Devin Ebanks, LAL",24,16.5,.465,8.9,13.4,12.9,7.7,7.6,7.6,8.35,8.35,-12.7,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4256,Devin Ebanks
404,"Chris Singleton, WSH",66,21.7,.462,11.7,9.1,10.6,3.4,15.1,9.2,8.34,8.34,-46.2,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6470,Chris Singleton
405,"Anthony Tolliver, MIN",51,17.3,.504,8.4,13.3,11.0,6.2,13.0,9.6,8.30,8.30,-42.1,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
406,"Henry Walker, NY",32,19.4,.526,14.7,13.9,14.4,1.7,13.4,7.5,8.24,8.24,-21.0,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3464,Henry Walker
407,"Earl Clark, ORL",45,12.4,.405,9.2,12.8,13.5,7.1,18.6,12.8,8.14,8.14,-22.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3971,Earl Clark
408,"Marquis Daniels, BOS",38,12.7,.395,20.6,12.3,16.5,4.1,11.6,8.0,8.12,8.12,-17.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2200,Marquis Daniels
409,"Wesley Johnson, MIN",65,22.6,.477,11.1,11.3,13.1,1.8,11.6,6.7,8.08,8.08,-53.0,-1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4247,Wesley Johnson
410,"Derek Fisher, LAL/OKC",63,23.9,.464,27.4,11.8,13.5,0.9,7.7,4.5,8.02,8.02,-67.2,-2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=246,Derek Fisher
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
411,"Norris Cole, MIA",65,19.4,.452,18.3,14.5,20.2,2.1,6.4,4.3,7.99,7.99,-56.6,-1.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6431,Norris Cole
412,"Jerry Smith, NJ",5,9.2,.250,22.2,0.0,13.5,4.9,13.0,8.8,7.82,7.82,-1.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6528,Jerry Smith
,"Mike Bibby, NY",39,14.3,.404,35.2,8.8,12.3,1.0,11.3,6.1,7.82,7.82,-26.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=61,Mike Bibby
,"Nolan Smith, POR",44,12.3,.434,20.9,14.2,18.9,3.6,8.6,6.0,7.82,7.82,-24.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6471,Nolan Smith
415,"Edwin Ubiles, WSH",4,13.0,.362,4.7,4.7,15.7,4.3,17.5,10.9,7.37,7.37,-2.4,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6518,Edwin Ubiles
416,"Tony Battie, PHI",27,10.9,.398,22.0,5.5,8.6,3.0,22.3,12.6,7.28,7.28,-14.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=45,Tony Battie
417,"Walker Russell Jr., DET",28,12.8,.401,29.6,16.9,18.0,2.3,6.6,4.4,7.27,7.27,-18.8,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6526,Walker Russell Jr.
418,"Austin Daye, DET",41,14.7,.394,10.3,12.5,20.1,2.7,15.8,9.0,7.19,7.19,-29.8,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3976,Austin Daye
419,"Toney Douglas, NY",38,17.3,.393,17.7,12.9,22.9,2.8,10.0,6.3,7.12,7.12,-38.0,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3979,Toney Douglas
420,"Lance Stephenson, IND",42,10.5,.400,21.4,16.8,16.7,3.1,10.4,6.7,7.07,7.07,-22.6,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=4244,Lance Stephenson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
421,"Malcolm Thomas, SA",3,5.0,.129,20.5,0.0,11.1,7.8,15.0,11.5,7.06,7.06,-0.8,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6511,Malcolm Thomas
422,"Ryan Hollins, BOS/CLE",39,13.4,.560,5.6,21.7,12.3,7.4,10.7,9.0,6.96,6.96,-28.4,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=3008,Ryan Hollins
423,"Damien Wilkins, DET",60,15.4,.445,15.1,10.3,11.6,2.8,10.5,6.5,6.95,6.95,-48.9,-1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2506,Damien Wilkins
424,"Keyon Dooling, BOS",46,14.4,.515,19.5,13.0,13.9,0.6,6.1,3.5,6.92,6.92,-40.3,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=209,Keyon Dooling
425,"Cory Joseph, SA",29,9.2,.374,27.5,9.7,14.9,2.2,8.5,5.4,6.89,6.89,-15.5,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
426,"DeSagana Diop, CHA",27,12.0,.347,26.5,21.9,8.8,11.2,19.0,15.0,6.84,6.84,-18.2,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=992,DeSagana Diop
427,"Sasha Pavlovic, BOS",45,11.7,.456,10.6,11.8,12.1,0.9,14.5,8.0,6.78,6.78,-29.2,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2172,Sasha Pavlovic
428,"Terrel Harris, MIA",22,14.5,.434,18.2,17.5,15.9,7.0,11.9,9.6,6.70,6.70,-19.5,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6490,Terrel Harris
429,"Jon Brockman, MIL",35,6.8,.359,12.7,14.2,10.5,14.8,19.9,17.3,6.65,6.65,-14.8,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3966,Jon Brockman
430,"Dennis Horner, NJ",8,2.8,.434,0.0,14.8,12.4,10.3,16.3,13.2,6.63,6.63,-1.6,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6527,Dennis Horner
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
431,"Mikki Moore, GS",7,16.9,.520,14.3,20.0,10.7,6.8,14.4,10.6,6.34,6.34,-7.5,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=575,Mikki Moore
432,"Francisco Elson, PHI",5,3.2,.333,20.0,20.0,11.1,0.0,7.0,3.5,6.30,6.30,-1.0,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=234,Francisco Elson
433,"Damion James, NJ",7,24.3,.422,5.4,21.7,12.7,4.6,18.3,11.3,6.17,6.17,-11.0,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=4252,Damion James
434,"Bobby Simmons, LAC",28,14.9,.430,9.6,8.8,10.4,4.8,10.9,7.8,6.06,6.06,-27.7,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=1022,Bobby Simmons
435,"Joel Przybilla, POR",27,16.6,.492,7.2,26.2,7.1,7.4,28.9,17.9,6.03,6.03,-30.6,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=682,Joel Przybilla
436,"Keith Benson, GS",3,3.0,.000,0.0,0.0,4.4,25.3,12.6,18.9,5.97,5.97,-0.6,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6425,Keith Benson
437,"Larry Owens, NJ",7,10.7,.509,21.3,10.7,8.7,3.0,17.5,10.1,5.86,5.86,-5.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=4179,Larry Owens
438,"Brian Cook, LAC/WSH",32,8.6,.396,8.1,8.9,18.7,4.1,22.4,13.2,5.85,5.85,-23.3,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=1998,Brian Cook
439,"Matt Carroll, CHA",53,11.2,.409,16.1,10.2,14.1,1.5,10.0,5.6,5.68,5.68,-42.9,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2211,Matt Carroll
440,"Erick Dampier, ATL",15,5.5,.125,26.7,20.0,6.0,14.3,21.0,17.7,5.50,5.50,-6.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=181,Erick Dampier
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
441,"Darius Morris, LAL",19,8.9,.500,24.4,22.1,17.2,1.4,8.8,5.3,5.22,5.22,-14.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6463,Darius Morris
442,"Shawne Williams, NJ",25,20.6,.372,8.8,7.2,13.4,4.4,11.2,7.7,4.96,4.96,-42.5,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3038,Shawne Williams
443,"Justin Dentmon, SA/TOR",6,15.2,.424,21.0,14.7,15.2,0.0,10.1,5.1,4.90,4.90,-8.3,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6483,Justin Dentmon
444,"Christian Eyenga, CLE/LAL",7,14.6,.298,13.7,8.2,12.0,4.3,11.4,7.8,4.83,4.83,-8.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3984,Christian Eyenga
445,"Keith Bogans, NJ",5,18.8,.453,10.3,10.3,11.7,6.0,7.6,6.8,4.81,4.81,-8.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1995,Keith Bogans
,"Rasual Butler, TOR",34,13.3,.398,11.0,8.7,14.4,1.6,15.4,8.5,4.81,4.81,-38.5,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1767,Rasual Butler
447,"Earl Barron, GS",2,4.5,.500,0.0,0.0,17.6,12.6,0.0,6.3,4.79,4.79,-0.9,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2477,Earl Barron
448,"D.J. Kennedy, CLE",2,29.5,.466,15.9,15.9,11.4,1.9,12.0,6.7,4.75,4.75,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6574,D.J. Kennedy
449,"Royal Ivey, OKC",34,10.4,.464,10.5,9.4,9.8,0.3,6.9,3.9,4.72,4.72,-33.2,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2387,Royal Ivey
450,"Jason Kapono, LAL",27,10.0,.476,14.9,8.1,10.0,0.9,4.8,2.9,4.50,4.50,-24.1,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2010,Jason Kapono
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
451,"Jeremy Pargo, MEM",44,9.6,.389,20.9,17.5,21.4,3.2,7.0,5.1,4.46,4.46,-41.4,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6497,Jeremy Pargo
452,"Ryan Gomes, LAC",32,13.3,.371,9.5,11.8,11.4,3.9,13.3,8.5,4.44,4.44,-38.4,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2757,Ryan Gomes
453,"DeShawn Stevenson, NJ",51,18.8,.413,17.2,7.9,8.9,0.8,11.7,6.1,4.33,4.33,-88.4,-2.9,http://insider.espn.go.com/nba/players/hollinger?playerId=808,DeShawn Stevenson
454,"Craig Brackins, PHI",14,6.3,.325,17.4,8.7,18.8,6.3,12.7,9.5,4.30,4.30,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4254,Craig Brackins
455,"Cory Higgins, CHA",38,11.1,.402,13.8,14.9,22.5,1.8,7.9,4.7,4.17,4.17,-41.9,-1.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6544,Cory Higgins
456,"Marcus Morris Sr., HOU",17,7.4,.348,4.7,6.2,19.7,4.6,10.2,7.4,3.85,3.85,-13.1,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
457,"Jason Collins, ATL",30,10.3,.418,15.0,15.0,7.9,4.6,13.6,9.1,3.76,3.76,-31.5,-1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=987,Jason Collins
458,"Juwan Howard, MIA",28,6.8,.354,11.2,22.4,17.4,11.8,17.6,14.8,3.68,3.68,-22.2,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=351,Juwan Howard
459,"Luke Walton, CLE/LAL",30,12.1,.423,27.6,21.3,11.5,4.0,11.5,7.6,3.41,3.41,-38.5,-1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2027,Luke Walton
,"Jamario Moon, CHA",8,15.4,.362,13.2,21.1,11.3,1.8,19.3,10.3,3.41,3.41,-13.0,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3249,Jamario Moon
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
461,"Josh Selby, MEM",28,8.5,.403,21.9,21.1,19.8,1.0,6.5,3.7,3.36,3.36,-27.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=6467,Josh Selby
462,"Brian Cardinal, DAL",44,6.3,.373,19.6,9.8,10.3,1.6,12.1,6.9,3.28,3.28,-34.0,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=130,Brian Cardinal
463,"Lazar Hayward, OKC",26,5.4,.427,7.1,16.0,14.9,1.7,10.6,6.5,3.15,3.15,-16.1,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4277,Lazar Hayward
464,"Jamaal Magloire, TOR",34,11.0,.360,7.1,25.9,8.9,7.9,27.3,17.7,2.71,2.71,-44.0,-1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=498,Jamaal Magloire
465,"Mychel Thompson, CLE",5,19.0,.375,19.4,13.9,13.2,0.0,6.2,3.0,2.20,2.20,-12.2,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6523,Mychel Thompson
466,"Andres Nocioni, PHI",11,5.1,.342,3.2,16.2,22.0,2.0,25.9,13.9,1.84,1.84,-7.5,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2456,Andres Nocioni
467,"Justin Harper, ORL",14,6.0,.318,5.1,15.2,18.7,4.1,12.5,8.2,1.73,1.73,-11.4,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=6438,Justin Harper
468,"Xavier Silas, PHI",2,19.5,.337,13.4,13.4,21.3,5.7,5.7,5.7,0.15,0.15,-6.2,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6499,Xavier Silas
469,"Jeff Foote, NO",4,9.8,.333,0.0,25.0,8.5,3.1,15.0,9.2,-0.84,-0.84,-6.7,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=6558,Jeff Foote
470,"Ike Diogu, SA",2,7.0,.347,0.0,25.8,10.9,0.0,8.0,4.1,-2.91,-2.91,-3.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2750,Ike Diogu
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
471,"Darington Hobson, MIL",5,7.8,.154,28.6,9.5,17.0,0.0,8.7,4.2,-3.27,-3.27,-8.2,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4278,Darington Hobson
472,"Kelenna Azubuike, DAL",3,6.0,.438,0.0,33.3,26.7,0.0,0.0,0.0,-3.36,-3.36,-3.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2821,Kelenna Azubuike
473,"Dan Gadzuric, NY",2,6.5,.000,0.0,25.8,11.7,8.8,35.9,22.2,-4.26,-4.26,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1710,Dan Gadzuric
474,"Larry Hughes, ORL",9,12.7,.262,16.7,28.7,13.4,1.0,4.1,2.5,-4.80,-4.80,-26.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=356,Larry Hughes
475,"Blake Ahearn, UTAH",4,7.5,.357,5.0,25.0,25.7,0.0,7.7,3.8,-7.17,-7.17,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3402,Blake Ahearn
476,"Hamady Ndiaye, WSH",3,1.0,.000,0.0,0.0,13.1,0.0,0.0,0.0,-13.02,-13.02,-1.1,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=4282,Hamady Ndiaye
477,"Brian Skinner, MEM",1,4.0,.000,0.0,0.0,10.0,0.0,0.0,0.0,-14.62,-14.62,-1.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=779,Brian Skinner
