Field,Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Field10,Field11,sortcell,Field12,Field13,Field14,Field15
255,"Tony Allen, MEM",64,25.3,.505,10.3,11.5,16.0,7.0,14.1,10.4,12.94,12.94,59.0,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2367,Tony Allen
256,"CJ Wilcox, LAC",23,7.3,.491,12.0,2.4,18.4,0.7,7.1,3.9,12.91,12.91,6.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2488999,CJ Wilcox
257,"Cory Jefferson, PHX",8,6.3,.446,0.0,0.0,19.2,12.7,22.2,17.4,12.80,12.80,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488845,Cory Jefferson
258,"Gary Harris, DEN",76,32.1,.566,13.8,9.2,15.9,2.4,7.7,5.0,12.78,12.78,83.1,2.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2999547,Gary Harris
259,"Marcus Morris Sr., DET",80,35.7,.531,14.3,10.0,17.9,3.3,12.4,7.7,12.77,12.77,54.1,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6462,Marcus Morris Sr.
260,"Al-Farouq Aminu, POR",82,28.5,.533,13.2,11.5,16.3,4.5,18.6,11.5,12.76,12.76,79.0,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=4248,Al-Farouq Aminu
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
261,"Vince Carter, MEM",60,16.8,.520,11.9,7.4,17.7,3.4,13.6,8.3,12.75,12.75,33.8,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=136,Vince Carter
262,"Jerami Grant, PHI",77,26.8,.506,13.7,11.2,17.0,5.0,14.3,9.5,12.68,12.68,67.2,2.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991070,Jerami Grant
263,"Rodney Stuckey, IND",58,22.0,.504,19.4,10.4,19.8,1.6,11.7,6.7,12.65,12.65,31.5,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3235,Rodney Stuckey
264,"Jeremy Evans, DAL",30,8.4,.620,3.0,10.6,10.5,4.8,18.8,11.8,12.64,12.64,8.0,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4295,Jeremy Evans
265,"Sasha Kaun, CLE",25,3.8,.527,9.4,22.0,12.9,14.4,16.5,15.5,12.58,12.58,2.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3443,Sasha Kaun
266,"Darrell Arthur, DEN",70,21.7,.514,14.2,9.8,16.1,6.2,15.4,10.7,12.55,12.55,23.7,0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3413,Darrell Arthur
267,"Frank Kaminsky, CHA",81,21.1,.513,13.1,7.8,16.0,4.4,17.2,10.7,12.51,12.51,48.6,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2579294,Frank Kaminsky
268,"Mo Williams, CLE",41,18.2,.527,20.6,12.0,22.5,0.9,9.9,5.5,12.50,12.50,16.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2178,Mo Williams
269,"Alex Len, PHX",78,23.3,.482,10.0,14.9,19.4,10.4,25.4,17.7,12.49,12.49,51.4,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2596107,Alex Len
,"Tyler Hansbrough, CHA",44,7.8,.522,6.7,10.0,13.4,12.6,15.8,14.2,12.49,12.49,5.1,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3991,Tyler Hansbrough
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
271,"Erick Green, DEN/UTAH",9,4.7,.468,17.8,0.0,7.6,8.3,8.3,8.3,12.47,12.47,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2488684,Erick Green
272,"Jordan Hamilton, NO",11,27.6,.499,14.9,10.2,19.6,4.2,18.9,11.3,12.45,12.45,8.9,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=6436,Jordan Hamilton
273,"Cory Joseph, TOR",80,25.6,.512,24.7,10.1,17.0,2.2,9.4,5.9,12.43,12.43,43.8,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=6446,Cory Joseph
,"JR Smith, CLE",77,30.7,.542,12.1,5.5,17.1,2.1,8.3,5.2,12.43,12.43,68.1,2.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2444,JR Smith
,"Jerryd Bayless, MIL",52,28.9,.568,22.9,10.2,16.3,1.6,9.0,5.4,12.43,12.43,32.1,1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3417,Jerryd Bayless
276,"Spencer Hawes, CHA",57,18.2,.508,21.7,11.6,16.6,5.3,20.6,12.9,12.41,12.41,14.1,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3211,Spencer Hawes
,"Andrew Goudelock, HOU",8,6.3,.506,12.2,21.4,23.6,2.2,2.2,2.2,12.41,12.41,1.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6435,Andrew Goudelock
,"Kentavious Caldwell-Pope, DET",76,36.7,.521,10.6,8.1,17.5,2.6,8.6,5.5,12.41,12.41,79.4,2.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2581018,Kentavious Caldwell-Pope
279,"Lavoy Allen, IND",79,20.2,.532,13.9,12.6,12.3,11.1,17.8,14.5,12.40,12.40,21.5,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=6424,Lavoy Allen
,"Thabo Sefolosha, ATL",75,23.4,.578,18.1,11.5,11.7,3.3,17.1,10.4,12.40,12.40,49.8,1.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3028,Thabo Sefolosha
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
281,"Justin Anderson, DAL",55,11.8,.522,11.5,9.5,14.6,3.1,19.3,11.2,12.34,12.34,17.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2982340,Justin Anderson
282,"Jose Calderon, NY",72,28.1,.571,34.6,10.1,13.4,1.2,11.0,6.2,12.33,12.33,40.1,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2806,Jose Calderon
283,"Harrison Barnes, GS",66,30.9,.559,13.5,6.6,14.9,4.3,12.4,8.6,12.32,12.32,55.5,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=6578,Harrison Barnes
284,"Tarik Black, LAL",39,12.7,.537,9.9,13.6,12.2,9.2,25.4,17.0,12.31,12.31,12.7,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2528393,Tarik Black
,"Ryan Hollins, WSH/MEM",37,12.4,.636,7.6,18.3,8.1,11.2,13.2,12.1,12.31,12.31,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3008,Ryan Hollins
286,"Kevin Garnett, MIN",38,14.6,.491,30.7,7.9,11.6,3.2,27.9,15.7,12.28,12.28,6.5,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=261,Kevin Garnett
287,"Allen Crabbe, POR",81,26.0,.572,11.1,7.2,15.6,1.4,9.7,5.6,12.26,12.26,55.4,1.8,http://insider.espn.go.com/nba/players/hollinger?playerId=2531210,Allen Crabbe
288,"Markieff Morris, PHX/WSH",64,25.5,.489,11.9,13.0,25.0,4.8,19.3,11.9,12.25,12.25,18.3,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6461,Markieff Morris
,"Andre Iguodala, GS",65,26.6,.565,31.2,11.2,12.4,3.4,12.4,8.2,12.25,12.25,45.1,1.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2386,Andre Iguodala
290,"Solomon Hill, IND",59,14.7,.543,18.0,10.4,12.7,4.9,15.9,10.5,12.23,12.23,22.3,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2488958,Solomon Hill
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
291,"Chris McCullough, BKN",24,15.1,.470,6.3,10.5,15.3,7.6,13.6,10.5,12.20,12.20,3.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3153165,Chris McCullough
292,"Jimmer Fredette, NO/NY",6,3.0,.625,9.8,19.6,16.3,0.0,0.0,0.0,12.06,12.06,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6434,Jimmer Fredette
293,"Reggie Bullock, DET",37,11.6,.583,19.3,5.7,11.4,3.4,14.3,8.7,12.03,12.03,9.8,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2528779,Reggie Bullock
294,"Joe Johnson, MIA/BKN",81,33.4,.538,22.7,11.4,18.0,2.0,10.2,6.1,12.01,12.01,61.0,2.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1007,Joe Johnson
,"Charlie Villanueva, DAL",62,10.7,.473,6.1,7.9,23.0,4.0,21.1,12.6,12.01,12.01,5.0,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2792,Charlie Villanueva
296,"Devin Booker, PHX",76,27.7,.535,14.9,11.9,22.3,1.4,8.4,4.8,12.00,12.00,47.1,1.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3136193,Devin Booker
297,"Jonathon Simmons, SA",55,14.8,.586,14.7,13.5,17.9,2.3,10.8,6.7,11.98,11.98,17.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2579466,Jonathon Simmons
298,"DeMarre Carroll, TOR",26,30.2,.490,7.8,8.1,17.2,4.6,13.1,8.9,11.94,11.94,16.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3970,DeMarre Carroll
299,"Raymond Felton, DAL",80,27.4,.502,24.4,10.4,18.1,1.8,11.1,6.5,11.93,11.93,30.3,1.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2753,Raymond Felton
300,"Andrea Bargnani, BKN",46,13.8,.500,5.2,7.5,21.4,4.9,12.4,8.6,11.89,11.89,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2987,Andrea Bargnani
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
301,"Aaron Brooks, CHI",69,16.1,.494,23.7,10.8,23.0,2.0,7.5,4.8,11.87,11.87,14.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3192,Aaron Brooks
302,"Leandro Barbosa, GS",68,15.9,.545,15.4,10.0,17.1,3.0,8.4,5.8,11.81,11.81,21.1,0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=2166,Leandro Barbosa
303,"Tim Hardaway Jr., ATL",51,16.9,.563,14.0,6.3,15.1,0.9,9.8,5.4,11.71,11.71,15.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2528210,Tim Hardaway Jr.
,"Matt Barnes, MEM",76,28.8,.503,15.7,11.7,17.4,4.2,18.3,10.9,11.71,11.71,39.4,1.3,http://insider.espn.go.com/nba/players/hollinger?playerId=1765,Matt Barnes
305,"Trey Lyles, UTAH",80,17.3,.517,9.9,10.9,16.9,5.0,20.2,12.6,11.70,11.70,4.0,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3136196,Trey Lyles
306,"Jared Dudley, WSH",81,25.9,.602,21.8,10.3,12.4,2.8,12.6,7.6,11.69,11.69,37.3,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3201,Jared Dudley
,"Langston Galloway, NY",82,24.8,.490,22.8,6.7,15.5,2.3,13.0,7.7,11.69,11.69,36.2,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2530572,Langston Galloway
,"Cliff Alexander, POR",8,4.5,.500,0.0,9.1,12.2,6.0,12.1,9.0,11.69,11.69,0.1,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3133600,Cliff Alexander
309,"James Jones, CLE",48,9.6,.580,7.8,7.2,15.2,2.0,10.2,6.1,11.61,11.61,7.6,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2009,James Jones
310,"Luke Babbitt, NO",47,18.0,.526,13.7,5.9,16.5,3.2,16.7,9.7,11.60,11.60,13.8,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4250,Luke Babbitt
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
311,"Ian Clark, GS",66,8.8,.544,19.8,13.3,18.8,2.6,9.7,6.3,11.57,11.57,9.2,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2489785,Ian Clark
312,"Courtney Lee, MEM/CHA",79,29.5,.551,15.1,8.0,14.7,1.4,8.7,4.9,11.55,11.55,36.6,1.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3445,Courtney Lee
313,"Kevin Martin, MIN/SA",55,19.9,.520,9.6,8.9,21.8,1.5,10.0,5.8,11.52,11.52,16.7,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=2394,Kevin Martin
314,"Josh Richardson, MIA",52,21.3,.569,17.9,8.6,13.3,2.2,8.5,5.5,11.48,11.48,16.2,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2581190,Josh Richardson
315,"E'Twaun Moore, CHI",59,21.4,.548,17.8,9.5,15.5,1.6,9.3,5.5,11.43,11.43,17.5,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=6460,E'Twaun Moore
316,"Elton Brand, PHI",17,13.2,.461,17.1,10.5,16.2,4.2,27.0,15.2,11.41,11.41,-0.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=91,Elton Brand
,"James Johnson, TOR",57,16.2,.532,17.1,13.8,15.4,3.5,11.9,7.8,11.41,11.41,-1.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3999,James Johnson
318,"Glenn Robinson III, IND",45,11.3,.508,12.3,8.5,15.2,2.6,12.0,7.3,11.39,11.39,6.8,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2991039,Glenn Robinson III
319,"Meyers Leonard, POR",61,21.9,.561,14.7,12.3,16.9,4.1,21.4,12.8,11.36,11.36,-2.8,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6605,Meyers Leonard
320,"Marcus Smart, BOS",61,27.3,.463,21.3,9.2,17.3,4.8,11.6,8.1,11.34,11.34,8.5,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2990992,Marcus Smart
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Donatas Motiejunas, HOU",37,14.8,.504,13.1,14.0,20.5,7.4,14.6,11.0,11.34,11.34,-1.3,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6464,Donatas Motiejunas
322,"Caron Butler, SAC",17,10.4,.490,12.9,3.9,15.4,3.1,10.4,6.8,11.33,11.33,2.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=1705,Caron Butler
323,"Matthew Dellavedova, CLE",76,24.6,.527,33.9,11.7,16.9,2.0,7.8,4.9,11.31,11.31,8.8,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2489716,Matthew Dellavedova
,"Markel Brown, BKN",62,15.8,.500,17.9,10.6,18.4,2.6,11.5,7.0,11.31,11.31,11.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2530750,Markel Brown
325,"Tyus Jones, MIN",37,15.5,.450,34.4,10.5,17.0,1.4,8.0,4.8,11.28,11.28,2.4,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3135046,Tyus Jones
326,"Roy Hibbert, LAL",81,23.2,.507,14.7,11.8,12.4,7.3,15.8,11.4,11.24,11.24,17.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3436,Roy Hibbert
327,"Nemanja Bjelica, MIN",60,17.9,.594,21.3,12.1,12.5,5.4,17.2,11.4,11.23,11.23,-4.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4269,Nemanja Bjelica
328,"Jerian Grant, NY",76,16.6,.479,25.0,12.3,19.1,2.0,10.2,6.2,11.20,11.20,3.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2531047,Jerian Grant
329,"Anderson Varejao, CLE/GS",53,9.4,.473,17.2,10.8,14.3,8.5,22.7,15.8,11.16,11.16,-2.5,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2419,Anderson Varejao
,"Chris Kaman, POR",16,7.0,.496,17.4,12.6,19.9,6.8,16.5,11.6,11.16,11.16,0.9,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=1982,Chris Kaman
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
,"Archie Goodwin, PHX",57,19.5,.498,16.3,13.8,22.6,2.6,11.5,6.9,11.16,11.16,10.9,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=2991281,Archie Goodwin
332,"Austin Rivers, LAC",67,21.9,.523,13.6,8.4,18.1,1.7,7.9,4.8,11.15,11.15,3.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6617,Austin Rivers
333,"Isaiah Canaan, PHI",77,25.5,.528,13.3,8.8,18.7,1.1,8.8,4.8,11.10,11.10,2.8,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2490589,Isaiah Canaan
,"Sasha Vujacic, NY",61,14.9,.503,19.9,10.4,16.5,3.2,14.6,9.0,11.10,11.10,8.1,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2421,Sasha Vujacic
335,"Jarell Eddie, WSH",26,5.7,.460,6.7,1.3,18.9,1.5,16.3,8.8,11.07,11.07,1.3,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2528803,Jarell Eddie
336,"Wesley Johnson, LAC",80,20.8,.513,7.7,8.5,14.6,2.5,13.6,8.1,11.05,11.05,13.6,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4247,Wesley Johnson
337,"Omer Asik, NO",68,17.3,.551,7.9,18.2,10.5,10.9,28.7,19.5,11.02,11.02,7.4,0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3414,Omer Asik
338,"Doug McDermott, CHI",81,23.0,.561,7.4,6.7,16.2,2.1,8.8,5.5,10.99,10.99,13.5,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2528588,Doug McDermott
339,"Arron Afflalo, NY",71,33.4,.531,13.3,7.6,17.0,1.1,11.0,6.1,10.98,10.98,16.9,0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=3187,Arron Afflalo
340,"Wesley Matthews, DAL",78,33.9,.532,13.2,6.8,16.1,1.1,8.8,4.9,10.91,10.91,16.2,0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=4032,Wesley Matthews
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
341,"P.J. Tucker, PHX",82,31.0,.506,19.0,11.9,12.5,6.9,15.2,10.9,10.85,10.85,13.3,0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3033,P.J. Tucker
,"Norris Cole, NO",45,26.6,.465,22.1,9.9,21.3,0.9,13.5,7.0,10.85,10.85,-2.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6431,Norris Cole
343,"Kevin Seraphin, NY",48,11.0,.435,15.4,14.1,21.3,6.5,19.5,13.1,10.84,10.84,1.9,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=4289,Kevin Seraphin
344,"Bojan Bogdanovic, BKN",79,26.8,.550,9.7,11.3,18.2,1.9,11.8,6.8,10.79,10.79,9.2,0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=3593,Bojan Bogdanovic
345,"Sam Dekker, HOU",3,2.0,.000,0.0,0.0,0.0,0.0,18.5,9.2,10.76,10.76,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991184,Sam Dekker
346,"Anthony Morrow, OKC",68,13.6,.543,6.1,4.3,16.0,1.2,5.8,3.6,10.74,10.74,3.3,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3474,Anthony Morrow
347,"Chase Budinger, IND/PHX",66,14.1,.514,17.2,11.8,14.3,5.0,12.6,8.8,10.73,10.73,3.2,0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3968,Chase Budinger
348,"Darrun Hilliard, DET",38,10.1,.511,13.9,9.8,18.6,1.4,11.9,6.4,10.72,10.72,1.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2578259,Darrun Hilliard
349,"Tyler Ennis, MIL",46,14.2,.510,27.7,13.4,17.4,2.3,10.7,6.6,10.70,10.70,-2.9,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3059281,Tyler Ennis
350,"KJ McDaniels, HOU",37,6.4,.522,8.9,15.2,17.6,7.5,12.3,9.9,10.67,10.67,0.6,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2566741,KJ McDaniels
Hollinger Stats - Player Efficiency Rating - All Players,,,,,,,,,,,,,,,,
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
351,"Josh Smith, HOU/LAC",55,16.0,.439,16.5,14.1,21.6,6.4,17.5,12.0,10.62,10.62,0.2,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2411,Josh Smith
352,"Patrick Patterson, TOR",79,25.6,.534,14.1,9.7,12.3,4.4,14.8,9.7,10.61,10.61,-27.0,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4264,Patrick Patterson
353,"Phil Pressey, PHI/PHX",23,12.3,.433,38.1,16.8,22.4,1.1,11.1,6.0,10.59,10.59,-1.7,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2530722,Phil Pressey
354,"Danny Green, SA",79,26.1,.492,17.7,9.4,14.0,2.7,13.6,8.4,10.49,10.49,-0.2,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=3988,Danny Green
,"Russ Smith, MEM",15,4.4,.415,24.1,15.3,23.9,1.7,14.4,7.8,10.49,10.49,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2531038,Russ Smith
356,"Lance Thomas, NY",59,22.3,.557,9.7,10.5,15.9,2.9,8.0,5.4,10.45,10.45,-1.0,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6485,Lance Thomas
357,"Anthony Bennett, TOR",19,4.4,.446,0.0,11.3,17.3,8.3,22.8,15.7,10.43,10.43,0.0,0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2991473,Anthony Bennett
358,"Robert Sacre, LAL",25,12.8,.474,11.9,10.2,13.6,10.4,13.9,12.1,10.39,10.39,-1.0,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=6620,Robert Sacre
359,"Marcelinho Huertas, LAL",53,16.4,.488,36.1,15.8,17.7,2.2,9.2,5.6,10.38,10.38,-8.0,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2968363,Marcelinho Huertas
,"Joe Ingles, UTAH",81,15.3,.572,20.9,14.1,13.4,1.8,12.4,7.1,10.38,10.38,-2.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2968436,Joe Ingles
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
361,"Ryan Kelly, LAL",36,13.1,.440,9.5,8.5,16.8,4.6,23.7,13.9,10.37,10.37,-7.9,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2488651,Ryan Kelly
362,"Dahntay Jones, CLE",1,42.0,.464,12.5,0.0,14.3,2.7,10.7,6.7,10.36,10.36,-0.1,-0.0,http://insider.espn.go.com/nba/players/hollinger?playerId=2008,Dahntay Jones
363,"Jonas Jerebko, BOS",78,15.1,.531,14.3,12.0,13.0,6.8,19.4,13.0,10.32,10.32,-20.8,-0.7,http://insider.espn.go.com/nba/players/hollinger?playerId=3998,Jonas Jerebko
364,"Raul Neto, UTAH",81,18.5,.530,23.8,14.9,17.3,1.3,8.0,4.7,10.28,10.28,-16.2,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=2968361,Raul Neto
365,"Anthony Tolliver, DET",72,18.6,.543,12.0,6.5,12.0,3.1,16.1,9.3,10.26,10.26,-24.8,-0.8,http://insider.espn.go.com/nba/players/hollinger?playerId=3276,Anthony Tolliver
366,"Andre Roberson, OKC",70,22.2,.566,12.4,9.2,8.9,5.9,11.4,8.8,10.23,10.23,-6.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2530596,Andre Roberson
367,"Jason Terry, HOU",72,17.5,.540,19.0,9.0,14.8,1.2,5.7,3.5,10.22,10.22,-5.3,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=841,Jason Terry
,"Pablo Prigioni, LAC",59,13.9,.482,39.5,14.9,11.8,5.1,9.9,7.5,10.22,10.22,-9.6,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=4182,Pablo Prigioni
369,"Wayne Ellington, BKN",76,21.3,.498,11.6,6.3,16.5,1.4,10.9,6.1,10.19,10.19,-7.4,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3981,Wayne Ellington
370,"Gerald Green, MIA",69,22.6,.491,7.7,6.3,18.2,1.9,9.7,5.9,10.15,10.15,-8.1,-0.3,http://insider.espn.go.com/nba/players/hollinger?playerId=2761,Gerald Green
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
371,"Brandon Rush, GS",72,14.7,.560,15.7,9.1,11.9,2.3,15.4,9.2,10.12,10.12,-6.0,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=3457,Brandon Rush
372,"John Jenkins, DAL/PHX",43,11.2,.522,15.1,11.6,18.5,1.8,11.3,6.5,10.04,10.04,-3.3,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=6594,John Jenkins
373,"Josh McRoberts, MIA",42,14.2,.453,29.3,10.8,15.3,4.3,15.3,10.0,9.97,9.97,-13.6,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=3220,Josh McRoberts
,"Corey Brewer, HOU",82,20.4,.481,13.6,9.7,17.1,2.8,10.4,6.6,9.97,9.97,-13.3,-0.4,http://insider.espn.go.com/nba/players/hollinger?playerId=3191,Corey Brewer
375,"Emmanuel Mudiay, DEN",68,30.4,.437,23.5,13.7,25.9,1.7,10.9,6.2,9.96,9.96,-32.0,-1.1,http://insider.espn.go.com/nba/players/hollinger?playerId=3892818,Emmanuel Mudiay
376,"Joe Young, IND",41,9.4,.428,23.4,11.9,24.2,1.7,12.5,7.1,9.94,9.94,-6.1,-0.2,http://insider.espn.go.com/nba/players/hollinger?playerId=2528386,Joe Young
377,"Xavier Munford, MEM",14,17.4,.481,18.3,12.5,17.7,1.3,13.7,7.2,9.91,9.91,-4.0,-0.1,http://insider.espn.go.com/nba/players/hollinger?playerId=2983512,Xavier Munford
378,"Steve Blake, DET",58,17.0,.510,37.8,15.3,16.2,1.0,9.2,4.9,9.81,9.81,-17.5,-0.6,http://insider.espn.go.com/nba/players/hollinger?playerId=1994,Steve Blake
379,"Kyle Korver, ATL",80,30.0,.578,18.2,10.9,13.0,0.7,10.9,5.9,9.78,9.78,-25.8,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=2011,Kyle Korver
380,"Richard Jefferson, CLE",74,17.9,.585,13.0,9.5,12.8,1.3,9.6,5.5,9.73,9.73,-15.3,-0.5,http://insider.espn.go.com/nba/players/hollinger?playerId=1006,Richard Jefferson
RK,PLAYER,GP,MPG,TS%,AST,TO,USG,ORR,DRR,REBR,PER,,VA,EWA,,
381,"Ty Lawson, HOU/IND",66,21.4,.476,32.7,13.1,15.5,2.0,7.4,4.7,9.72,9.72,-26.9,-0.9,http://insider.espn.go.com/nba/players/hollinger?playerId=4000,Ty Lawson
